drug_id,caco2,caco2_probability,bbb,bbb_probability,hia,hia_probability,p_glycoprotein_substrate,p_glycoprotein_substrate_probability,p_glycoprotein_inhibitor_1,p_glycoprotein_inhibitor_1_probability,p_glycoprotein_inhibitor_2,p_glycoprotein_inhibitor_2_probability,renal_organic_cation_transporter,renal_organic_cation_transporter_probability,cyp450_2c9_substrate,cyp450_2c9_substrate_probability,cyp450_2d6_substrate,cyp450_2d6_substrate_probability,cyp450_3a4_substrate,cyp450_3a4_substrate_probability,cyp450_1a2_substrate,cyp450_1a2_substrate_probability,cyp450_2c9_inhibitor,cyp450_2c9_inhibitor_probability,cyp450_2d6_inhibitor,cyp450_2d6_inhibitor_probability,cyp450_2c19_inhibitor,cyp450_2c19_inhibitor_probability,cyp450_3a4_inhibitor,cyp450_3a4_inhibitor_probability,cyp_inhibitory_promiscuity,cyp_inhibitory_promiscuity_probability,herg_inhibitor_1,herg_inhibitor_1_probability,herg_inhibitor_2,herg_inhibitor_2_probability,ames_toxicity,ames_toxicity_probability,carcinogenicity,carcinogenicity_probability,biodegradation,biodegradation_probability,rat_acute_toxicity
7750,0,0.784,0,0.7676,1,0.7761,Substrate,0.5932,Non-inhibitor,0.6455,Non-inhibitor,0.9201,Non-inhibitor,0.9549,Non-substrate,0.7854,Non-substrate,0.7948,Non-substrate,0.5648,Non-inhibitor,0.7601,Non-inhibitor,0.8935,Non-inhibitor,0.9282,Non-inhibitor,0.6948,Non-inhibitor,0.6306,Low CYP Inhibitory Promiscuity,0.913,Weak inhibitor,0.989,Non-inhibitor,0.9409,Non AMES toxic,0.8032,Non-carcinogens,0.878,Not ready biodegradable,0.7344,2.2208
7751,0,0.6532,1,0.9472,1,0.6133,Non-substrate,0.586,Non-inhibitor,0.7777,Non-inhibitor,0.8673,Non-inhibitor,0.8534,Non-substrate,0.7507,Non-substrate,0.7762,Non-substrate,0.5305,Non-inhibitor,0.7278,Non-inhibitor,0.8496,Non-inhibitor,0.9028,Non-inhibitor,0.7039,Non-inhibitor,0.8409,Low CYP Inhibitory Promiscuity,0.7518,Weak inhibitor,0.9275,Non-inhibitor,0.6009,Non AMES toxic,0.6004,Non-carcinogens,0.8414,Not ready biodegradable,0.8327,2.3782
7752,0,0.5799,1,0.5,1,0.9532,Non-substrate,0.8013,Non-inhibitor,0.8639,Non-inhibitor,0.9012,Non-inhibitor,0.9485,Non-substrate,0.6366,Non-substrate,0.8428,Non-substrate,0.695,Non-inhibitor,0.7316,Non-inhibitor,0.5938,Non-inhibitor,0.8844,Non-inhibitor,0.6509,Non-inhibitor,0.783,Low CYP Inhibitory Promiscuity,0.6497,Weak inhibitor,0.9788,Non-inhibitor,0.8249,Non AMES toxic,0.7564,Non-carcinogens,0.6125,Not ready biodegradable,1.0,2.4818
7753,0,0.6198,1,0.7966,1,0.9703,Substrate,0.5725,Non-inhibitor,0.7982,Non-inhibitor,0.9285,Non-inhibitor,0.8621,Non-substrate,0.7196,Non-substrate,0.8115,Non-substrate,0.6108,Inhibitor,0.5678,Non-inhibitor,0.5257,Non-inhibitor,0.5867,Inhibitor,0.6325,Inhibitor,0.574,High CYP Inhibitory Promiscuity,0.573,Weak inhibitor,0.8713,Non-inhibitor,0.647,Non AMES toxic,0.6694,Non-carcinogens,0.7354,Not ready biodegradable,1.0,2.282
7754,0,0.6251,1,0.8243,1,0.9614,Non-substrate,0.6867,Non-inhibitor,0.6984,Non-inhibitor,0.6997,Non-inhibitor,0.8012,Non-substrate,0.6566,Non-substrate,0.7952,Non-substrate,0.5398,Non-inhibitor,0.6703,Non-inhibitor,0.6647,Non-inhibitor,0.9014,Non-inhibitor,0.6926,Non-inhibitor,0.8333,Low CYP Inhibitory Promiscuity,0.6211,Weak inhibitor,0.8042,Non-inhibitor,0.6156,Non AMES toxic,0.6316,Non-carcinogens,0.7185,Not ready biodegradable,0.947,2.3321
7755,0,0.647,1,0.8448,1,0.9773,Substrate,0.5693,Non-inhibitor,0.6694,Non-inhibitor,0.9532,Non-inhibitor,0.9554,Non-substrate,0.8409,Non-substrate,0.7748,Non-substrate,0.5962,Non-inhibitor,0.9013,Non-inhibitor,0.8775,Non-inhibitor,0.8946,Non-inhibitor,0.6897,Non-inhibitor,0.6405,Low CYP Inhibitory Promiscuity,0.8625,Weak inhibitor,0.9932,Non-inhibitor,0.9609,Non AMES toxic,0.9529,Non-carcinogens,0.7778,Not ready biodegradable,0.8947,1.9728
7756,1,0.522,0,0.5075,1,0.9689,Substrate,0.6666,Non-inhibitor,0.7073,Inhibitor,0.9174,Non-inhibitor,0.7376,Non-substrate,0.823,Non-substrate,0.793,Substrate,0.5622,Non-inhibitor,0.5124,Non-inhibitor,0.774,Non-inhibitor,0.5488,Non-inhibitor,0.6217,Non-inhibitor,0.6943,High CYP Inhibitory Promiscuity,0.5917,Weak inhibitor,0.74,Inhibitor,0.5861,Non AMES toxic,0.6503,Non-carcinogens,0.8644,Not ready biodegradable,1.0,2.3546
7757,1,0.5233,1,0.5973,1,0.8404,Substrate,0.686,Non-inhibitor,0.6029,Inhibitor,0.9207,Non-inhibitor,0.7848,Non-substrate,0.8242,Non-substrate,0.7824,Substrate,0.5201,Non-inhibitor,0.5085,Non-inhibitor,0.7862,Inhibitor,0.6151,Non-inhibitor,0.5626,Non-inhibitor,0.6863,High CYP Inhibitory Promiscuity,0.7241,Weak inhibitor,0.9285,Inhibitor,0.7274,Non AMES toxic,0.6329,Non-carcinogens,0.8637,Not ready biodegradable,1.0,2.4006
7759,1,0.8728,1,0.9797,1,0.9974,Non-substrate,0.8206,Non-inhibitor,0.9552,Non-inhibitor,0.9671,Non-inhibitor,0.9057,Non-substrate,0.8023,Non-substrate,0.9368,Non-substrate,0.7654,Inhibitor,0.6461,Inhibitor,0.5,Non-inhibitor,0.9457,Non-inhibitor,0.9078,Non-inhibitor,0.9641,Low CYP Inhibitory Promiscuity,0.9351,Weak inhibitor,0.9865,Non-inhibitor,0.9293,Non AMES toxic,0.9674,Non-carcinogens,0.5328,Not ready biodegradable,0.9665,2.768
7760,0,0.6737,1,0.8431,1,0.6452,Substrate,0.5476,Non-inhibitor,0.9194,Non-inhibitor,1.0,Non-inhibitor,0.9071,Non-substrate,0.732,Non-substrate,0.8217,Non-substrate,0.707,Non-inhibitor,0.8334,Non-inhibitor,0.7835,Non-inhibitor,0.8847,Non-inhibitor,0.6928,Non-inhibitor,0.7816,Low CYP Inhibitory Promiscuity,0.9407,Weak inhibitor,0.9122,Non-inhibitor,0.8714,Non AMES toxic,0.7943,Non-carcinogens,0.9544,Not ready biodegradable,0.9559,2.3503
7761,1,0.522,0,0.5075,1,0.9689,Substrate,0.6666,Non-inhibitor,0.7073,Inhibitor,0.9174,Non-inhibitor,0.7376,Non-substrate,0.823,Non-substrate,0.793,Substrate,0.5622,Non-inhibitor,0.5124,Non-inhibitor,0.774,Non-inhibitor,0.5488,Non-inhibitor,0.6217,Non-inhibitor,0.6943,High CYP Inhibitory Promiscuity,0.5917,Weak inhibitor,0.74,Inhibitor,0.5861,Non AMES toxic,0.6503,Non-carcinogens,0.8644,Not ready biodegradable,1.0,2.3546
7762,1,0.5146,1,0.865,1,0.9897,Substrate,0.558,Non-inhibitor,0.8453,Non-inhibitor,0.8634,Non-inhibitor,0.8053,Non-substrate,0.8336,Non-substrate,0.7637,Non-substrate,0.6603,Inhibitor,0.736,Non-inhibitor,0.7158,Non-inhibitor,0.6893,Non-inhibitor,0.6129,Non-inhibitor,0.5843,Low CYP Inhibitory Promiscuity,0.5646,Weak inhibitor,0.9714,Non-inhibitor,0.6353,Non AMES toxic,0.6815,Non-carcinogens,0.8841,Not ready biodegradable,1.0,2.655
7763,1,0.7507,1,0.9287,1,1.0,Substrate,0.7203,Non-inhibitor,0.7791,Non-inhibitor,0.77,Non-inhibitor,0.7205,Non-substrate,0.7832,Non-substrate,0.8812,Substrate,0.7093,Inhibitor,0.599,Inhibitor,0.5304,Non-inhibitor,0.8392,Inhibitor,0.6207,Non-inhibitor,0.6267,High CYP Inhibitory Promiscuity,0.7781,Weak inhibitor,0.7106,Non-inhibitor,0.6242,Non AMES toxic,0.8342,Non-carcinogens,0.9054,Not ready biodegradable,0.9953,2.1719
7764,1,0.6419,1,0.9723,1,1.0,Non-substrate,0.8234,Non-inhibitor,0.9465,Non-inhibitor,0.8854,Non-inhibitor,0.9119,Non-substrate,0.7849,Non-substrate,0.9052,Non-substrate,0.7385,Non-inhibitor,0.5841,Non-inhibitor,0.6429,Non-inhibitor,0.944,Non-inhibitor,0.7296,Non-inhibitor,0.9384,Low CYP Inhibitory Promiscuity,0.6955,Weak inhibitor,0.9876,Non-inhibitor,0.9458,Non AMES toxic,0.9108,Non-carcinogens,0.7512,Not ready biodegradable,0.87,2.8233
7765,1,0.5762,1,0.9838,1,1.0,Non-substrate,0.822,Non-inhibitor,0.8949,Non-inhibitor,0.7097,Non-inhibitor,0.9272,Non-substrate,0.8035,Non-substrate,0.8842,Non-substrate,0.7388,Non-inhibitor,0.7259,Non-inhibitor,0.731,Non-inhibitor,0.9424,Non-inhibitor,0.6647,Non-inhibitor,0.9161,Low CYP Inhibitory Promiscuity,0.8006,Weak inhibitor,0.996,Non-inhibitor,0.9069,Non AMES toxic,0.8233,Non-carcinogens,0.7591,Not ready biodegradable,0.9522,2.7781
7766,0,0.6763,1,0.7035,0,0.7513,Substrate,0.561,Non-inhibitor,0.8609,Non-inhibitor,0.9865,Non-inhibitor,0.7175,Non-substrate,0.7034,Non-substrate,0.821,Non-substrate,0.5869,Non-inhibitor,0.7188,Non-inhibitor,0.7875,Non-inhibitor,0.901,Non-inhibitor,0.7861,Non-inhibitor,0.9586,Low CYP Inhibitory Promiscuity,0.9241,Weak inhibitor,0.9568,Non-inhibitor,0.8289,AMES toxic,0.5075,Non-carcinogens,0.8742,Not ready biodegradable,0.9226,2.3591
7767,1,0.5233,1,0.5973,1,0.8404,Substrate,0.686,Non-inhibitor,0.6029,Inhibitor,0.9207,Non-inhibitor,0.7848,Non-substrate,0.8242,Non-substrate,0.7824,Substrate,0.5201,Non-inhibitor,0.5085,Non-inhibitor,0.7862,Inhibitor,0.6151,Non-inhibitor,0.5626,Non-inhibitor,0.6863,High CYP Inhibitory Promiscuity,0.7241,Weak inhibitor,0.9285,Inhibitor,0.7274,Non AMES toxic,0.6329,Non-carcinogens,0.8637,Not ready biodegradable,1.0,2.4006
7768,0,0.593,1,0.7626,1,0.5123,Non-substrate,0.5491,Non-inhibitor,0.9248,Non-inhibitor,0.9869,Non-inhibitor,0.9787,Non-substrate,0.8217,Non-substrate,0.8536,Non-substrate,0.7007,Non-inhibitor,0.8631,Non-inhibitor,0.8166,Non-inhibitor,0.9272,Non-inhibitor,0.7852,Non-inhibitor,0.8669,Low CYP Inhibitory Promiscuity,0.9588,Weak inhibitor,0.9958,Non-inhibitor,0.979,Non AMES toxic,0.8719,Non-carcinogens,0.6998,Not ready biodegradable,0.9378,1.9392
7769,1,0.5,1,0.9645,1,1.0,Non-substrate,0.8105,Non-inhibitor,0.6948,Non-inhibitor,0.9048,Non-inhibitor,0.9544,Non-substrate,0.7319,Non-substrate,0.8607,Substrate,0.5191,Non-inhibitor,0.5914,Inhibitor,0.666,Non-inhibitor,0.8863,Inhibitor,0.7246,Non-inhibitor,0.6949,High CYP Inhibitory Promiscuity,0.6947,Weak inhibitor,0.9887,Non-inhibitor,0.8408,Non AMES toxic,0.6645,Non-carcinogens,0.7115,Not ready biodegradable,1.0,2.2212
7770,1,0.6877,1,0.7005,1,0.982,Non-substrate,0.5483,Non-inhibitor,0.9351,Non-inhibitor,0.8655,Non-inhibitor,0.9089,Non-substrate,0.7882,Non-substrate,0.9148,Non-substrate,0.7064,Non-inhibitor,0.6792,Inhibitor,0.9232,Non-inhibitor,0.9547,Non-inhibitor,0.5893,Non-inhibitor,0.8173,Low CYP Inhibitory Promiscuity,0.6095,Weak inhibitor,0.9687,Non-inhibitor,0.9311,Non AMES toxic,0.9928,Non-carcinogens,0.9273,Not ready biodegradable,0.7785,3.6405
7771,0,0.7154,1,0.7827,1,0.9807,Substrate,0.7924,Inhibitor,0.6371,Non-inhibitor,0.5478,Non-inhibitor,0.6772,Non-substrate,0.9139,Non-substrate,0.8033,Substrate,0.5612,Non-inhibitor,0.8328,Non-inhibitor,0.6364,Non-inhibitor,0.8695,Non-inhibitor,0.6771,Non-inhibitor,0.9179,Low CYP Inhibitory Promiscuity,0.7001,Weak inhibitor,0.8706,Inhibitor,0.7693,Non AMES toxic,0.6824,Non-carcinogens,0.9228,Not ready biodegradable,0.9528,2.6025
7772,0,0.6587,1,0.5067,1,0.9755,Substrate,0.832,Non-inhibitor,0.6489,Non-inhibitor,0.7355,Non-inhibitor,0.7829,Non-substrate,0.8099,Non-substrate,0.8056,Substrate,0.6113,Non-inhibitor,0.6031,Non-inhibitor,0.7374,Non-inhibitor,0.8613,Non-inhibitor,0.6465,Inhibitor,0.5,Low CYP Inhibitory Promiscuity,0.5922,Weak inhibitor,0.9698,Inhibitor,0.6512,AMES toxic,0.5131,Non-carcinogens,0.8424,Not ready biodegradable,0.9935,2.4747
7773,1,0.7183,0,0.5305,1,0.9614,Non-substrate,0.5662,Non-inhibitor,0.9018,Non-inhibitor,0.8895,Non-inhibitor,0.9086,Non-substrate,0.7464,Non-substrate,0.8922,Non-substrate,0.6289,Non-inhibitor,0.7513,Non-inhibitor,0.5793,Non-inhibitor,0.9588,Non-inhibitor,0.6276,Non-inhibitor,0.924,Low CYP Inhibitory Promiscuity,0.7745,Weak inhibitor,0.9754,Non-inhibitor,0.9575,Non AMES toxic,0.9132,Non-carcinogens,0.9076,Ready biodegradable,0.7554,1.4314
7774,1,0.8984,1,0.973,1,1.0,Substrate,0.6498,Inhibitor,0.5489,Non-inhibitor,0.8923,Non-inhibitor,0.7324,Non-substrate,0.8167,Non-substrate,0.9116,Substrate,0.7739,Non-inhibitor,0.9005,Non-inhibitor,0.95,Non-inhibitor,0.9452,Non-inhibitor,0.6668,Non-inhibitor,0.8812,Low CYP Inhibitory Promiscuity,0.8683,Weak inhibitor,0.8938,Non-inhibitor,0.7163,Non AMES toxic,0.9382,Non-carcinogens,0.9483,Not ready biodegradable,0.9174,1.6259
7775,0,0.5863,0,0.5752,1,0.9381,Substrate,0.5434,Inhibitor,0.5067,Non-inhibitor,0.8812,Non-inhibitor,0.9601,Non-substrate,0.7895,Non-substrate,0.8274,Substrate,0.5543,Inhibitor,0.5237,Non-inhibitor,0.5196,Non-inhibitor,0.7976,Inhibitor,0.5234,Non-inhibitor,0.678,High CYP Inhibitory Promiscuity,0.6551,Weak inhibitor,0.9607,Non-inhibitor,0.7387,Non AMES toxic,0.6008,Non-carcinogens,0.6627,Not ready biodegradable,1.0,2.5361
7776,0,0.5615,0,0.645,1,0.9706,Non-substrate,0.8303,Non-inhibitor,0.8605,Non-inhibitor,0.7434,Non-inhibitor,0.9392,Substrate,0.5062,Non-substrate,0.8049,Non-substrate,0.6929,Non-inhibitor,0.5544,Non-inhibitor,0.5615,Non-inhibitor,0.8886,Non-inhibitor,0.6012,Non-inhibitor,0.6684,High CYP Inhibitory Promiscuity,0.5356,Weak inhibitor,0.9893,Non-inhibitor,0.805,Non AMES toxic,0.7787,Non-carcinogens,0.5946,Not ready biodegradable,1.0,2.4435
7777,0,0.6183,1,0.7356,0,0.5284,Substrate,0.5447,Non-inhibitor,0.5675,Non-inhibitor,0.547,Non-inhibitor,0.9435,Non-substrate,0.8158,Non-substrate,0.8084,Substrate,0.5387,Non-inhibitor,0.7437,Non-inhibitor,0.761,Non-inhibitor,0.8729,Non-inhibitor,0.6844,Non-inhibitor,0.8292,Low CYP Inhibitory Promiscuity,0.9413,Weak inhibitor,0.9482,Non-inhibitor,0.8457,Non AMES toxic,0.5493,Non-carcinogens,0.6639,Not ready biodegradable,0.5596,2.5856
7778,0,0.5954,0,0.5296,1,0.9696,Non-substrate,0.7337,Non-inhibitor,0.7975,Non-inhibitor,0.8519,Non-inhibitor,0.9236,Non-substrate,0.5626,Non-substrate,0.8007,Non-substrate,0.5293,Non-inhibitor,0.6815,Inhibitor,0.5,Non-inhibitor,0.9057,Inhibitor,0.5454,Non-inhibitor,0.7912,High CYP Inhibitory Promiscuity,0.5201,Weak inhibitor,0.9509,Non-inhibitor,0.7068,Non AMES toxic,0.7036,Non-carcinogens,0.5219,Not ready biodegradable,0.9967,2.7417
7779,0,0.6026,1,0.9853,1,0.8046,Non-substrate,0.7047,Non-inhibitor,0.928,Non-inhibitor,0.9729,Non-inhibitor,0.8114,Non-substrate,0.8255,Non-substrate,0.7902,Non-substrate,0.5773,Non-inhibitor,0.6382,Non-inhibitor,0.7367,Non-inhibitor,0.8867,Non-inhibitor,0.6844,Non-inhibitor,0.9253,Low CYP Inhibitory Promiscuity,0.7111,Weak inhibitor,0.8632,Non-inhibitor,0.7366,Non AMES toxic,0.6437,Non-carcinogens,0.9087,Not ready biodegradable,0.991,2.6764
7781,1,0.515,1,0.8297,1,0.9922,Substrate,0.5227,Non-inhibitor,0.8535,Non-inhibitor,0.8492,Non-inhibitor,0.8654,Non-substrate,0.7946,Non-substrate,0.8899,Non-substrate,0.6473,Inhibitor,0.7972,Inhibitor,0.7517,Non-inhibitor,0.8062,Non-inhibitor,0.5101,Inhibitor,0.7984,High CYP Inhibitory Promiscuity,0.9573,Weak inhibitor,0.9486,Non-inhibitor,0.8521,AMES toxic,0.6725,Non-carcinogens,0.9342,Not ready biodegradable,0.9873,2.9021
7782,1,0.8868,1,0.9641,1,1.0,Non-substrate,0.6558,Non-inhibitor,0.7379,Non-inhibitor,0.5145,Non-inhibitor,0.837,Non-substrate,0.809,Non-substrate,0.9124,Non-substrate,0.7084,Inhibitor,0.9644,Non-inhibitor,0.5201,Non-inhibitor,0.9372,Inhibitor,0.8993,Inhibitor,0.6321,High CYP Inhibitory Promiscuity,0.5396,Weak inhibitor,0.8858,Non-inhibitor,0.935,Non AMES toxic,0.731,Non-carcinogens,0.9114,Not ready biodegradable,0.7247,2.8447
7784,0,0.5439,1,0.9458,1,1.0,Non-substrate,0.7923,Non-inhibitor,0.6046,Non-inhibitor,0.6839,Non-inhibitor,0.9511,Non-substrate,0.7088,Non-substrate,0.8609,Substrate,0.5421,Non-inhibitor,0.8363,Inhibitor,0.5759,Non-inhibitor,0.8903,Non-inhibitor,0.5304,Non-inhibitor,0.6906,High CYP Inhibitory Promiscuity,0.6547,Weak inhibitor,0.9732,Non-inhibitor,0.8941,Non AMES toxic,0.5395,Non-carcinogens,0.7751,Not ready biodegradable,0.9972,2.2681
7785,0,0.6822,1,0.9181,1,0.9797,Substrate,0.5981,Inhibitor,0.7772,Non-inhibitor,0.7569,Inhibitor,0.5205,Non-substrate,0.8905,Non-substrate,0.7705,Non-substrate,0.5659,Non-inhibitor,0.7235,Non-inhibitor,0.6081,Inhibitor,0.6215,Non-inhibitor,0.5,Inhibitor,0.6845,High CYP Inhibitory Promiscuity,0.7761,Weak inhibitor,0.9393,Inhibitor,0.9044,Non AMES toxic,0.7357,Non-carcinogens,0.8124,Not ready biodegradable,0.9963,2.5616
7786,0,0.5967,1,0.7921,0,0.681,Substrate,0.5257,Non-inhibitor,0.8021,Non-inhibitor,0.6218,Non-inhibitor,0.9235,Non-substrate,0.8276,Non-substrate,0.828,Non-substrate,0.5088,Non-inhibitor,0.8244,Non-inhibitor,0.7835,Non-inhibitor,0.8795,Non-inhibitor,0.7799,Non-inhibitor,0.8565,Low CYP Inhibitory Promiscuity,0.8918,Weak inhibitor,0.7452,Non-inhibitor,0.8614,Non AMES toxic,0.7621,Non-carcinogens,0.6,Ready biodegradable,0.6376,2.4092
7787,0,0.5325,1,0.8232,1,0.9842,Substrate,0.5316,Inhibitor,0.5992,Non-inhibitor,0.6229,Non-inhibitor,0.5627,Non-substrate,0.7419,Non-substrate,0.7557,Non-substrate,0.582,Inhibitor,0.8343,Inhibitor,0.532,Non-inhibitor,0.6707,Inhibitor,0.7257,Non-inhibitor,0.6208,High CYP Inhibitory Promiscuity,0.8335,Weak inhibitor,0.6435,Inhibitor,0.5869,Non AMES toxic,0.6199,Non-carcinogens,0.8967,Not ready biodegradable,1.0,2.4904
7788,0,0.5982,1,0.9193,0,0.8481,Non-substrate,0.8085,Non-inhibitor,0.9161,Non-inhibitor,0.9802,Non-inhibitor,0.9326,Non-substrate,0.8471,Non-substrate,0.8339,Non-substrate,0.7544,Non-inhibitor,0.6696,Non-inhibitor,0.8781,Non-inhibitor,0.8604,Non-inhibitor,0.7724,Non-inhibitor,0.7587,Low CYP Inhibitory Promiscuity,0.9742,Weak inhibitor,0.9764,Non-inhibitor,0.8915,Non AMES toxic,0.6097,Non-carcinogens,0.8391,Not ready biodegradable,0.9946,2.4976
7789,0,0.8362,1,0.7661,1,0.9608,Substrate,0.6218,Non-inhibitor,0.8296,Non-inhibitor,0.703,Non-inhibitor,0.7335,Non-substrate,0.8113,Non-substrate,0.7604,Non-substrate,0.6386,Non-inhibitor,0.8528,Non-inhibitor,0.7015,Non-inhibitor,0.8712,Non-inhibitor,0.713,Non-inhibitor,0.5688,Low CYP Inhibitory Promiscuity,0.6645,Weak inhibitor,0.9599,Inhibitor,0.6527,Non AMES toxic,0.5569,Non-carcinogens,0.8638,Not ready biodegradable,0.9464,2.1194
7790,0,0.6616,1,0.8506,1,0.989,Substrate,0.5617,Inhibitor,0.5092,Inhibitor,0.6834,Non-inhibitor,0.8785,Non-substrate,0.7291,Non-substrate,0.8535,Substrate,0.6146,Non-inhibitor,0.8834,Non-inhibitor,0.826,Non-inhibitor,0.8953,Non-inhibitor,0.7232,Non-inhibitor,0.7241,Low CYP Inhibitory Promiscuity,0.8084,Weak inhibitor,0.9856,Non-inhibitor,0.6358,Non AMES toxic,0.6911,Non-carcinogens,0.8856,Not ready biodegradable,1.0,2.3664
7791,0,0.7409,1,0.6866,1,0.9902,Substrate,0.6559,Non-inhibitor,0.8881,Non-inhibitor,0.535,Non-inhibitor,0.5192,Non-substrate,0.725,Non-substrate,0.7506,Substrate,0.5814,Non-inhibitor,0.6329,Non-inhibitor,0.7153,Non-inhibitor,0.7358,Inhibitor,0.5119,Non-inhibitor,0.5458,High CYP Inhibitory Promiscuity,0.7989,Weak inhibitor,0.9757,Non-inhibitor,0.5717,Non AMES toxic,0.5992,Non-carcinogens,0.941,Not ready biodegradable,0.9666,2.2512
7792,0,0.6801,1,0.6143,1,1.0,Substrate,0.5728,Non-inhibitor,0.8649,Inhibitor,0.8321,Non-inhibitor,0.7063,Non-substrate,0.7332,Non-substrate,0.8055,Substrate,0.5476,Non-inhibitor,0.5323,Inhibitor,0.5662,Non-inhibitor,0.7439,Inhibitor,0.6101,Inhibitor,0.7642,High CYP Inhibitory Promiscuity,0.8702,Weak inhibitor,0.9836,Inhibitor,0.5838,Non AMES toxic,0.665,Non-carcinogens,0.8389,Not ready biodegradable,0.997,2.6087
7793,0,0.6321,1,0.9592,1,1.0,Substrate,0.6897,Inhibitor,0.9215,Non-inhibitor,0.7236,Inhibitor,0.5998,Non-substrate,0.8451,Non-substrate,0.7643,Substrate,0.561,Non-inhibitor,0.7138,Inhibitor,0.5804,Non-inhibitor,0.7729,Inhibitor,0.5323,Inhibitor,0.6406,High CYP Inhibitory Promiscuity,0.7194,Strong inhibitor,0.6674,Inhibitor,0.7595,Non AMES toxic,0.6379,Non-carcinogens,0.9196,Not ready biodegradable,0.9905,2.4114
7794,0,0.5676,0,0.7072,1,0.9408,Substrate,0.7018,Non-inhibitor,0.7143,Non-inhibitor,0.9384,Non-inhibitor,0.9655,Non-substrate,0.8318,Non-substrate,0.8731,Non-substrate,0.5717,Non-inhibitor,0.7269,Non-inhibitor,0.9444,Non-inhibitor,0.9243,Non-inhibitor,0.9238,Non-inhibitor,0.8181,Low CYP Inhibitory Promiscuity,0.9803,Weak inhibitor,0.979,Non-inhibitor,0.9259,AMES toxic,0.5418,Non-carcinogens,0.9594,Ready biodegradable,0.5766,2.5633
7795,0,0.611,1,0.7773,1,0.9649,Substrate,0.5227,Non-inhibitor,0.6782,Non-inhibitor,0.8697,Non-inhibitor,0.7569,Non-substrate,0.7516,Non-substrate,0.8064,Non-substrate,0.5221,Non-inhibitor,0.5139,Non-inhibitor,0.5287,Non-inhibitor,0.8518,Non-inhibitor,0.5404,Non-inhibitor,0.8119,High CYP Inhibitory Promiscuity,0.5183,Weak inhibitor,0.9271,Non-inhibitor,0.5123,Non AMES toxic,0.5,Non-carcinogens,0.8309,Not ready biodegradable,1.0,2.6335
7796,0,0.7,1,0.7345,1,1.0,Substrate,0.6492,Inhibitor,0.6157,Inhibitor,0.5919,Non-inhibitor,0.7444,Non-substrate,0.6928,Non-substrate,0.7301,Substrate,0.5727,Non-inhibitor,0.5861,Non-inhibitor,0.5317,Non-inhibitor,0.8591,Non-inhibitor,0.6367,Inhibitor,0.689,High CYP Inhibitory Promiscuity,0.7371,Weak inhibitor,0.8238,Inhibitor,0.5927,Non AMES toxic,0.6428,Non-carcinogens,0.7038,Not ready biodegradable,0.9956,2.4829
7797,0,0.5532,1,0.8613,1,0.9971,Non-substrate,0.7436,Non-inhibitor,0.7284,Non-inhibitor,0.6629,Non-inhibitor,0.7357,Non-substrate,0.6967,Non-substrate,0.7949,Non-substrate,0.5792,Non-inhibitor,0.7039,Non-inhibitor,0.6438,Non-inhibitor,0.8358,Non-inhibitor,0.7816,Inhibitor,0.7324,High CYP Inhibitory Promiscuity,0.6553,Weak inhibitor,0.9257,Non-inhibitor,0.588,Non AMES toxic,0.6862,Non-carcinogens,0.8445,Not ready biodegradable,1.0,2.4229
7798,0,0.6843,0,0.6114,0,0.8133,Substrate,0.731,Non-inhibitor,0.7516,Non-inhibitor,0.8817,Non-inhibitor,0.7663,Non-substrate,0.7843,Non-substrate,0.8595,Non-substrate,0.5106,Non-inhibitor,0.6302,Inhibitor,0.5795,Non-inhibitor,0.7453,Inhibitor,0.5251,Non-inhibitor,0.5658,High CYP Inhibitory Promiscuity,0.6565,Weak inhibitor,0.9352,Inhibitor,0.6662,Non AMES toxic,0.743,Non-carcinogens,0.8465,Not ready biodegradable,1.0,2.2973
7799,0,0.5852,1,0.8331,1,0.8121,Substrate,0.7847,Inhibitor,0.5,Non-inhibitor,0.7765,Non-inhibitor,0.5772,Non-substrate,0.8409,Non-substrate,0.8196,Substrate,0.6211,Non-inhibitor,0.5,Inhibitor,0.5451,Non-inhibitor,0.7977,Inhibitor,0.6494,Inhibitor,0.871,High CYP Inhibitory Promiscuity,0.9007,Weak inhibitor,0.9701,Non-inhibitor,0.6052,Non AMES toxic,0.6141,Non-carcinogens,0.8343,Not ready biodegradable,1.0,2.4914
7800,1,0.6686,1,0.8951,1,0.9778,Non-substrate,0.6984,Non-inhibitor,0.8825,Non-inhibitor,0.9248,Non-inhibitor,0.8558,Non-substrate,0.8379,Non-substrate,0.8909,Non-substrate,0.6405,Inhibitor,0.9048,Non-inhibitor,0.8489,Non-inhibitor,0.9385,Inhibitor,0.7332,Non-inhibitor,0.6967,High CYP Inhibitory Promiscuity,0.8864,Weak inhibitor,0.9462,Non-inhibitor,0.6371,Non AMES toxic,0.7505,Non-carcinogens,0.8201,Not ready biodegradable,1.0,2.5144
