id,drug_id,description
7416,9281,Take on an empty stomach. Take Teysuno at least 1 hour before or after eating.
9472,9283,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9332,9284,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9477,9285,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
9327,9286,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7419,9288,Take with or without food.
7425,9290,Take at the same time every day.
7422,9290,Take before a meal. Take lixisenatide within one hour before the first meal of the day.
8456,9292,Avoid calcium supplements/calcium rich foods. Take strontium ranelate separated from calcium-containing food and supplements.
8453,9292,Take on an empty stomach. Take strontium ranelate between meals and at least 2 hours after eating at bedtime for optimal bioavailability.
8459,9293,Avoid alcohol.
8462,9293,"Avoid solid foods. When using picosulfuric acid in preparation for a colonoscopy, only consume clear fluids the day before the procedure."
7427,9295,Take with or without food. Many different products contain ubidecarenone; refer to the product monograph for more specific instructions.
7433,9297,Avoid excessive or chronic alcohol consumption. The risk of pancreatitis is increased with excess/chronic alcohol consumption.
7430,9297,Take with food.
7439,9300,"Avoid alcohol. Avoid ingesting alcohol during therapy with Pylera and for three days after discontinuation as it may cause flushing, nausea, and vomiting."
7436,9300,Take after a meal. The overall exposure to bismuth subcitrate potassium was not significantly impacted by administration with food when tested in the combination product Pylera.
8465,9303,Take with or without food. Give a higher dose of activated charcoal if it is administered after a large meal.
5131,9312,"Avoid alcohol. Withdrawing from alcohol increases the risk of seizures, which is also caused by the drug."
5134,9312,Avoid milk and dairy products.
5137,9312,Avoid solid foods. Consume only clear liquids from the start of drug treatment until after the colonoscopy.
9237,9314,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of tianeptine."
9242,9314,"Exercise caution with St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of tianeptine."
8471,9317,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of rolapitant.
8468,9317,Take with or without food.
8474,9319,Drink plenty of fluids.
8480,9319,Limit iodine intake. Consume a low iodine diet for two weeks before the administration of sodium Iodide I-131.
8477,9319,Take on an empty stomach. Avoid eating for 2 hours before and after administering iodide I-131.
7448,9322,Avoid St. John's Wort.
7445,9322,Take with food.
7454,9323,Avoid St. John's Wort.
7451,9323,Take with food.
7457,9325,Take at the same time every day.
6207,9325,Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.
10104,9339,Take separate from meals. Individuals may need to avoid eating before some procedures where ioxaglic acid is used.
8486,9343,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, A."
8489,9343,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism and may reduce serum levels of synthetic conjugated estrogens, A."
8498,9344,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, B."
8495,9344,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism and may reduce serum levels of synthetic conjugated estrogens, B."
8492,9344,Take with or without food.
8618,9347,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
8615,9347,"Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods."
8612,9347,Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
8624,9348,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
8627,9348,"Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods."
8621,9348,Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
5868,9351,Avoid milk and dairy products. Do no take this drug within 1 hour of consuming dairy products.
7466,9356,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of osimertinib, and therefore, dose adjustments are necessary if they must be co-administered."
7463,9356,Take at the same time every day.
7460,9356,Take with or without food.
7469,9370,Take with food.
10109,9402,Take with food.
7475,9408,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of esterified estrogens."
7472,9408,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of esterified estrogens.
7484,9416,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of norgestrel."
7481,9416,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of norgestrel.
7478,9416,Take at the same time every day.
8372,9424,"Take with food. For pediatric patients, orally administered Technetium Tc-99m sulfur colloid should be given with milk, or if administered by nasogastric tube, it should be given with milk or dextrose."
8567,9434,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
8375,9440,"Take separate from antacids. Magnesium, calcium, or aluminum antacids may reduce the absorption of phosphate in K-phos."
8378,9440,Take with a full glass of water. Dissolve K-Phos tablets in water then ingest.
8381,9440,Take with food. Take K-Phos tablets at bedtime and with meals.
8483,9447,Limit iodine intake. Consume a low iodine diet for two weeks before the administration of Iodide I-123.
8384,9447,Take on an empty stomach. Fasting before the use of I-123 for imaging of the thyroid may increase accuracy.
7487,9448,Do not take with or immediately after a high-fat meal. Fatty food can disrupt the TSH assay by increasing lipid levels in the blood.
7490,9448,Take with or without food. Take protirelin either after a low-fat meal or on an empty stomach.
8387,9517,Drink plenty of fluids. Fluids will help remove excess radiation from the body when Indium In-111 chloride is used to radiolabel pentetreotide.
8390,9529,"Take on an empty stomach. When using Fludeoxyglucose (18F) in oncology or neurology, avoid eating for 4-6 hours before Fludeoxyglucose (18F) administration."
8393,9529,Take with food. Consuming food or beverages containing 50-75 grams of glucose just before the administration of Fludeoxyglucose (18F) may be beneficial in the setting of cardiology imaging.
8396,9537,Take separate from meals. The urea breath test using Urea C-13 should be done at least 1 hour before and after food and drink.
7493,9539,Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.
8399,9540,Take on an empty stomach. Avoid eating and drinking for 4-6 hours before doing a urea breath test with Urea C-14.
5577,9566,Take with a full glass of water.
5580,9566,Take with food. Take with food to reduce gastrointestinal disturbance.
7496,9582,Avoid alcohol. Alcohol may have additive CNS depressant effects with dexchlorpheniramine maleate.
8402,9590,Drink plenty of fluids. Consuming lots of fluid before the PET/CT will reduce excess exposure to radiation by increasing urinary voiding.
8405,9590,Take on an empty stomach. Avoid eating for at leats 6 hours before the administration of Choline C-11.
6171,9591,Avoid alcohol. Alcohol may impair blood glucose control.
10113,9595,Take with or without food. Taking omega-3-carboxylic acids with a high-fat meal may increase the absorption of eicosapentaenoic acid (EPA).
9002,9597,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of ixazomib."
1527,9597,"Take on an empty stomach. Food increases the absorption of ixazomib, take ixazomib dose at least one hour before and at least two hours after food."
10118,11139,Take with food.
10123,11140,Take with food.
8408,11146,Take separate from meals. Avoid eating or drinking for at least 30 minutes after applying hydrogen fluoride oral dental gel.
8411,11167,Take with or without food.
7499,11168,Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.
9337,11169,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
10128,11171,Take with a full glass of water.
8417,11172,Avoid potassium-containing products. Excess potassium intake may cause hyperkalemia. Avoid salt substitutes like potassium chloride (KCl).
8420,11172,"Take with a full glass of water. Dissolve the 10 mEq tablet in at least 2-3 oz of fluid, and the 20 mEq tablet in at least 3-4 oz of liquid (juice or water)."
8414,11172,Take with food.
8570,11184,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
7502,11198,Avoid caffeine.
8327,11200,Take with a full glass of water.
8324,11200,Take with food.
10133,11204,Avoid alcohol. Concomitant use of opium with alcohol may cause additive CNS depressive effects.
8333,11210,Administer vitamin supplements. Niacin (from food or supplements) may increase the absorption of chromium.
8330,11210,Take with foods containing vitamin C. Vitamin C may increase the absorption of chromium.
8339,11228,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
8336,11228,"Do not take with bran and high fiber foods. For optimal absorption, take zinc citrate at least 2 hours before or after eating high-fiber foods."
8342,11228,Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
9577,11240,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7508,11250,Take with or without food.
7505,11254,Take with food. Some studies have found that this improves imaging.
10138,11260,Avoid alcohol. Concomitant use of pentoxyverine with alcohol may cause additive CNS depressant effects.
8573,11263,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
7511,11279,Take after a meal. Alcloxa is an ingredient used in toothpaste and brushing teeth after each meal is recommended.
8267,11302,Take with a full glass of water.
8636,11322,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
8633,11322,"Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods."
8630,11322,Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
8510,11329,Administer vitamin supplements. Foods or supplements containing niacin (Vitamin B3) may improve the absorption of chromium.
8513,11329,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.
7514,11330,Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.
9342,11386,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
8872,11437,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of alectinib."
8877,11437,"Exercise caution with St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of alectinib."
7517,11437,Take with food.
5556,11439,Avoid natural licorice. Licorice root can induce hypokalemia in patients taking sennosides.
6192,11505,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
7526,11641,Drink plenty of fluids.
7523,11641,Take with a full glass of water.
7520,11641,Take with food.
7535,11655,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of elbasvir. Co-administration of Elbasvir with St. John's Wort is contraindicated.
8546,11655,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A, which may increase the serum levels of elbasvir, a CYP3A substrate."
7532,11655,Take at the same time every day.
7529,11655,Take with or without food.
5339,11656,Take with or without food.
7538,11663,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of venetoclax."
7541,11663,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of venetoclax.
7550,11663,Take at the same time every day.
7547,11663,Take with a full glass of water.
7544,11663,Take with food.
7556,11668,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of asunaprevir. Co-administration of asunaprevir with St. John's Wort is contraindicated.
7559,11668,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of asunaprevir."
7553,11668,Take with or without food.
7565,11669,Take with a full glass of water.
7562,11669,Take with or without food.
7577,11673,Avoid grapefruit products. Avoid other fruit juice as well for optimal absorption.
7574,11673,Take on an empty stomach. Take at least two hours before or one hour after eating.
9347,11680,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7580,11691,Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.
7583,11692,Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.
7589,11695,Avoid St. John's Wort.
7586,11695,Take with or without food. Multiple different combination products contain velpatasvir. Take Epclusa with or without food. Take Vosevi with food.
7592,11696,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of rupatadine."
7595,11696,Take with or without food.
7598,11714,"Take separate from meals. Take opicapone at least one hour before or after eating, as a moderate calorie meal decreases Cmax and overall plasma exposure to the drug, and delays Tmax."
8768,11715,Avoid St. John's Wort.
8771,11715,Exercise caution with grapefruit products.
7604,11719,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of delamanid.
7601,11719,Take with food. Taking delamanid with food increases its bioavailability.
7607,11722,Take with or without food.
7613,11723,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of vinflunine."
7610,11723,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of vinflunine.
7616,11724,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of pitolisant. Dose adjustment may be necessary for co-administration.
5545,11724,Take with or without food. A high-fat meal had no clinically significant effects on drug pharmacokinetics.
5991,11726,Take with or without food.
6234,11734,Take with or without food. There is no meaningful clinical effect of food on this drug.
10143,11738,Take with or without food. Food does not impact the bioavailability of rebamipide.
8897,11759,"Take with food. Take triheptanoin with food, liquid, or formula."
6225,11771,Take on an empty stomach. Avoid consuming food 2 hours before and 1 hour after each dose.
7622,11773,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of naldemedine.
7619,11773,Take with or without food.
9773,11775,"Avoid grapefruit products. Avoid food or drink containing grapefruit when taking voclosporin, as it may decrease metabolism and increase exposure to this drug."
9768,11775,"Take on an empty stomach. Take on an empty stomach, either 1 hour before or 2 hours after a meal and as close to 12 hours between doses as possible."
10148,11781,Avoid alcohol.
7628,11785,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of acalabrutinib. Dose adjustment may be necessary if co-administered."
7631,11785,Exercise caution with St. John's Wort. The official product labeling recommends avoiding strong CYP3A4 inducers. This herb induces CYP3A metabolism and may reduce serum levels of acalabrutinib.
7625,11785,Take separate from antacids. Take at least 2 hours before or after antacids.
7634,11785,Take with a full glass of water.
5970,11785,Take with or without food.
7637,11794,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of tezacaftor."
7640,11794,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of tezacaftor.
7095,11794,Take with food. Tezacaftor should be taken with fat-containing food to increase exposure.
7646,11800,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of encorafenib."
7643,11800,"Exercise caution with St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of encorafenib."
7649,11800,Take with or without food.
7658,11812,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ribociclib."
7661,11812,"Avoid St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of ribociclib."
7655,11812,Take at the same time every day. Official labeling suggests taking ribociclib in the morning.
7652,11812,Take with or without food.
7664,11814,Avoid alcohol.
5739,11814,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
10158,11820,Avoid alcohol. Concomitant use is not recommended as alcohol may increase the sedative effects of rilmenidine.
10153,11820,"Take with food. However, the bioavailability of rilmenidine is not affected by food."
10163,11824,Take with or without food. Taking ebastine with food may increase its bioavailability.
9763,11833,Take at the same time every day. Take the oral tablets at the same time every day.
9758,11833,Take with food. Take the oral tablets with a meal.
7670,11835,Avoid alcohol.
7673,11835,Take with a full glass of water.
7667,11835,Take with or without food.
5949,11839,Avoid St. John's Wort. St. John's Wort decreases istradefylline concentrations.
7676,11839,Take at the same time every day.
5946,11839,Take with or without food.
7682,11842,Take at the same time every day.
7679,11842,Take with or without food.
5718,11843,Take before a meal. Tenapanor should be administered immediately prior to the first meal of the day and immediately prior to dinner.
7161,11873,"Take with or without food. Co-administration with high-fat meals slightly alters AUC, but not to a clinically significant extent."
7688,11875,Take at the same time every day.
7685,11875,Take with or without food.
9307,11878,"Avoid St. John's Wort. The use of strong inducers of CYP3A enzymes, including St. John's Wort, is contraindicated in patients receiving fostemsavir."
9312,11878,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
7703,11881,Avoid St. John's Wort.
7694,11881,Take at the same time every day.
7697,11881,Take separate from antacids. Take bictegravir at least 2 hours before or 6 hours after taking antacids containing aluminum or magnesium.
7700,11881,"Take with food. When taking iron or calcium-containing products, bictegravir should be taken with food."
7691,11881,Take with or without food.
9904,11882,Take with or without food.
7709,11899,Take at the same time every day.
7706,11899,Take with or without food.
9661,11902,Avoid alcohol. Alcohol use during nifurtimox treatment may increase undesirable adverse effects.
9656,11902,Take with food.
7715,11905,Avoid alcohol. Ingesting alcohol may increase the sedative effects of esketamine.
7712,11905,"Take separate from meals. Avoid eating for at least 2 hours, and drinking for at least 30 minutes before taking esketamine."
7721,11909,Avoid excessive or chronic alcohol consumption. Alcohol abuse may increase the risk of ketoacidosis.
7718,11909,Take with or without food.
7730,11910,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of neratinib."
7733,11910,Exercise caution with St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of neratinib.
7727,11910,Take at the same time every day.
7736,11910,Take separate from antacids. Take antacids at least 3 hours before or after neratinib.
7724,11910,Take with food.
7739,11917,Drink plenty of fluids.
5613,11919,"Take with or without food. Administration with food slightly alters absorption, but not to a clinically significant extent."
9716,11935,Take with or without food. Administration with food does not result in any clinically meaningful differences in pharmacokinetics.
7742,11941,Avoid alcohol. Ingesting alcohol may increase the dizziness and drowsiness caused by brexanolone.
5685,11948,Administer calcium supplement. Ensure adequate calcium supplementation.
5682,11948,Administer vitamin supplements. Ensure adequate vitamin D supplementation.
10214,11968,"Take on an empty stomach. Take drug at least 1 hour before or 2 hours after food, at approximately the same time each day. Food increases the systemic exposure to infigratinib."
10219,11968,"Take with a full glass of water. Do not crush, chew or dissolve."
7748,11983,Take at the same time every day.
7745,11983,Take with or without food.
7754,11997,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of valbenazine.
7751,11997,Take with or without food.
7757,12003,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of deflazacort."
7760,12003,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of deflazacort.
7086,12003,Take with or without food. The tablets may be crushed and mixed with applesauce and consumed immediately.
7179,12018,Take with or without food.
10345,12020,Avoid excessive or chronic alcohol consumption. Difelikefalin can cause dizziness and somnolence that may be exacerbated by the CNS depressant effects of alcohol.
5751,12024,Take with or without food. Co-administration with food does not affect pharmacokinetics.
7769,12025,Avoid multivalent ions. Separate the administration of multivalent cations from delafloxacin by at least 6 hours before or 2 hours after delafloxacin.
7766,12025,Take separate from antacids. The administration of antacids should be separated from delafloxacin by at least 6 hours before or 2 hours after delafloxacin.
7763,12025,Take with or without food.
5847,12033,Take on an empty stomach. Co-administration with food delays absorption and sleep onset.
7775,12034,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of duvelisib.
7772,12034,Take with or without food.
9197,12045,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of dacomitinib."
9202,12045,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of dacomitinib."
7781,12045,Take at the same time every day.
7784,12045,Take separate from antacids. Take dacomitinib at least 6 hours before or 10 hours after administering antacids.
7778,12045,Take with or without food.
7787,12049,Take with or without food.
7790,12060,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of glasdegib.
7796,12060,Take at the same time every day.
7793,12060,Take with or without food.
7805,12061,Administer calcium supplement. This will minimize the risk of bone mineral density loss.
7808,12061,Administer vitamin supplements. Administer Vitamin D supplements to minimize the risk of bone mineral density loss.
7799,12061,Take at the same time every day.
7802,12061,Take with or without food.
9352,12066,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7811,12068,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of entrectinib."
7814,12068,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of entrectinib.
5748,12068,Take with or without food. Co-administration of food does not affect pharmacokinetics.
7817,12071,Take with or without food.
7820,12077,Take with food.
7829,12083,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of abemaciclib."
7832,12083,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of abemaciclib.
7826,12083,Take at the same time every day.
7823,12083,Take with or without food.
7838,12092,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of fostamatinib.
7835,12092,Take with or without food.
7844,12097,Exercise caution with St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of alpelisib.
7841,12097,Take at the same time every day.
5889,12097,Take with food. Food does not significantly affect the AUC of alpelisib.
9914,12098,Take with or without food. The absorption of ponesimod is not significantly affected by food.
7847,12102,Take with food. Take tecovirimat within 30 minutes of eating a fatty meal containing approximately 25 grams of fat.
7856,12108,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of voxilaprevir.
7853,12108,"Take separate from antacids. Take Vosevi (sofosbuvir, velpatasvir, and voxilaprevir) at least 4 hours before or after antacids. Antacids have been shown to reduce the serum levels of velpatasvir and may not impact voxilaprevir."
7850,12108,Take with food.
7865,12117,Take separate from antacids.
7862,12117,Take with fluids. This may reduce irritation of the esophagus.
7859,12117,Take with or without food.
7871,12152,Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of letermovir.
7868,12152,Take with or without food.
7874,12177,Take with food. Food increases the bioavailability of telotristat ethyl.
7886,12212,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of lorlatinib."
7883,12212,Avoid St. John's Wort. This herb induces the CYP3A metabolism of lorlatinib and may reduce its serum concentration. Co-administration of lorlatinib with St. John's Wort is contraindicated.
7880,12212,Take at the same time every day.
7877,12212,Take with or without food.
7895,12223,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of gilteritinib."
7898,12223,"Avoid St. John's Wort. This herb induces CYP3A4 and p-glycoprotein, which may reduce the serum concentration of gilteritinib."
7892,12223,Take at the same time every day.
7889,12223,Take with or without food.
7904,12229,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erdafitinib."
7907,12229,Exercise caution with St. John's Wort. This herb induces the CYP3A metabolism of erdafitinib and may reduce its serum concentration.
7901,12229,Take with or without food.
10230,12233,Take on an empty stomach. Brincidofovir is best absorbed on an empty stomach or alongside a low-fat meal.
7913,12243,Avoid alcohol. Additive sedative effects may occur from co-administration of deutetrabenazine with alcohol.
7910,12243,Take with food. Taking deutetrabenazine with food increases its Cmax.
9944,12317,Take with or without food. Take at the same time each day.
7916,12327,Take with food. Taking triclabendazole with food increases the bioavailability of triclabendazole and its sulfoxide metabolite.
10340,12347,Take with food. Food assists in fexinidazole absorption.
7922,12349,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of brigatinib."
7925,12349,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brigatinib and may reduce its serum concentration.
7919,12349,Take with or without food.
7928,12360,Take at the same time every day.
7934,12360,Take separate from meals. PrMictoryl Pediatric (propiverine hydrochloride) tablets should be taken at least 1 hour before meals as high-fat meals reduce the bioavailability of PrMictoryl.
7931,12360,Take with or without food. Mictoryl (propiverine hydrochloride) modified-release capsules can be taken with or without food as food does not affect its bioavailability.
9357,12371,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7937,12383,Avoid St. John's Wort. This herb induces the CYP3A metabolism of doravirine and may reduce its serum concentration. Co-administration of doravirine with St. John's Wort is contraindicated.
7940,12383,Take at the same time every day.
6198,12383,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
7943,12411,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of eravacycline. Dose adjustment may be necessary for co-administration.
9172,12414,"Exercise caution with grapefruit products. Rucaparib is primarily metabolized through CYP2D6 but is also metabolized by CYP3A4 and CYP1A2. Grapefruit inhibits CYP3A4 metabolism, which may increase rucaparib serum levels."
9177,12414,"Exercise caution with St. John's Wort. Rucaparib is primarily metabolized through CYP2D6 but is also metabolized by CYP3A4 and CYP1A2. St. John's Wort induces CYP3A4 metabolism, which may reduce rucaparib serum levels."
7946,12414,Take with or without food. High-fat meals may increase the bioavailability and delay the Tmax of rucaparib.
7955,12446,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These herbs may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7952,12446,Take at the same time every day.
9700,12446,Take with food. Betrixaban should be taken with food. The Cmax and AUC of betrixaban are decreased by approximately 60% and 55% when administered together with a 900 calorie meal.
7961,12453,Avoid St. John's Wort. Avoid the use of St. John's wort in patients with CYP2C9 genotype *1/*3 and*2/*3.
7958,12453,Take with or without food.
8962,12486,Avoid alcohol. The sedative effects of benzodiazepines may be exacerbated by the co-administration of alcohol.
7970,12537,"Avoid multivalent ions. Wait at least 4 hours after the omadacycline administration to take multivalent cations (eg. zinc, calcium, magnesium, and iron)."
7964,12537,Take on an empty stomach. Do not eat for 4 hours before and 2 hours after administering omadacycline. Drinking water after administration is acceptable.
7967,12537,Take separate from antacids. Wait at least 4 hours after omadacycline administration to take antacids.
5548,12539,"Take with or without food. Pharmacokinetics may be altered when administered with high-fat meals, but the clinical relevance of these effects is unknown."
10224,12553,"Take with or without food. A high fat meal increases the AUC by 38% and Cmax by 32%, which is not considered significant."
7973,12565,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of copanlisib."
7976,12565,Avoid St. John's Wort. This herb induces the CYP3A metabolism of copanlisib and may reduce its serum concentration.
7982,12582,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of fedratinib. Dose reduction may be necessary."
7979,12582,Avoid St. John's Wort. This herb induces the CYP3A metabolism of fedratinib and may reduce its serum concentration.
5943,12582,Take with or without food. Food may help reduce adverse effects of fedratinib such as nausea and vomiting.
10228,12625,Take with or without food. Food has only a minor effect on samidorphan pharmacokinetics.
10380,12679,Take on an empty stomach. Avoid food consumption for at least 2 hours before and 1 hour after taking asciminib.
9362,12680,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7173,12694,Avoid tyramine-containing foods and supplements. Avoid food containing high amounts of tyramine (>150mg) as these may increase the risk of hypertension when taken with ozanimod.
6174,12694,Take with or without food.
9582,12808,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
7985,12865,Take with or without food. Benserazide is normally given in combination with levodopa as the combination product Prolopa. Levodopa should not be given with protein-rich foods as they may reduce its absorption.
8549,12907,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A, which may increase the serum concentration of lefamulin."
7991,12907,Exercise caution with St. John's Wort. This herb induces the CYP3A metabolism of lefamulin and may reduce its serum concentration.
7140,12907,Take on an empty stomach. This drug should be taken at least 1 hour before or 2 hours after a meal.
7143,12907,Take with a full glass of water. The tablet should be swallowed whole with water.
