synonym,drug_id,score,language,coder,source
Amfenaco,18839,good,spanish,,
Amfenacum,18839,good,latin,,
Chloride of lime,18844,good,english,,
Chlorinated lime,18844,good,english,jan,
Hipoclorito calcico,18844,good,spanish,,
Hypochlorite de calcium,18844,good,french,,
"Hypochlorous acid, calcium salt",18844,good,english,,
beta-Cryptoxanthin,18854,good,english,,
Cryptoxanthine,18854,good,english,,
Cryptoxanthol,18854,good,english,,
Kryptoxanthin,18854,good,english,,
Neocryptoxanthin,18854,good,english,,
3-Bromo-d-camphor,18859,good,english,,
3-Bromocamphor,18859,good,english,,
Camphor bromide,18859,good,english,,
"Camphor, monobromated",18859,good,english,,
(E)-Anethole,18864,good,english,,
Anise camphor,18864,good,english,,
Isoestragole,18864,good,english,,
trans-Anethole,18864,good,english,,
DL-Camphene,18869,good,english,,
(+/-)-Fenchone,18874,good,english,,
DL-Fenchone,18874,good,english,,
Fenchon,18874,good,german,,
Diquafosol,18879,good,english,inn/ban,UNII
DL-Menthone,18884,good,english,,
Menthone G,18884,good,english,,
Alpha-tocopheryl nicotinate,18889,good,english,,
Tocoferil nicotinate,18889,good,english,,
Tocopherol nicotinate,18889,good,english,jan,
Vitamin E nicotinate,18889,good,english,,
Vitamin E nicotinic acid ester,18889,good,english,,
Cajeput oil,18894,good,english,,
Melaleuca leucadendra leaf oil,18894,good,english,,
Oil of cajuput,18894,good,english,,
"Iodic acid, potassium salt",18899,good,english,,
Ammonium hydrogen carbonate,18909,good,english,,
"Carbonic acid, monoammonium salt",18909,good,english,,
Monoammonium carbonate,18909,good,english,,
"Carbonic acid, diammonium salt",18914,good,english,,
Crystal ammonia,18914,good,english,,
Diammonium carbonate,18914,good,english,,
Acetate d'amyle,18919,good,french,,
"Acetic acid, amyl ester",18919,good,english,,
"Acetic acid, pentyl ester",18919,good,english,,
Amylazetat,18919,good,german,,
Amylester kyseliny octove,18919,good,czech,,
N-Amyl acetate,18919,good,english,,
Octan amylu,18919,good,polish,,
Pentyl acetate,18919,good,english,,
Asafetida,18924,good,english,,
Asafetida gum,18924,good,english,,
Asafetida resin,18924,good,english,,
Devil's dung,18924,good,english,,
Ferula assafoetida gum,18924,good,english,,
Ferula assafoetida resin,18924,good,english,,
Giant fennel resin,18924,good,english,,
Bismuth trioxide,18929,good,english,,
Bismuth yellow,18929,good,english,,
Bismuthous oxide,18929,good,english,,
Bismuthum oxydatum,18929,good,english,,
Dibismuth trioxide,18929,good,english,,
Carbaril,18934,good,english/italian,inn,
Carbarilo,18934,good,spanish,inn,
Carbarilum,18934,good,latin,inn,
Karbaryl,18934,good,polish,,
Camazulene,18939,good,english,,
Chamazulen,18939,good,english,,
Dimethulene,18939,good,english,,
Clemizol,18944,good,spanish,inn,
Clemizole,18944,good,english,inn/ban,UNII
Clemizolo,18944,good,italian,dcit,
Clemizolum,18944,good,latin,inn,
5-Chloro-8-hydroxyquinoline,18949,good,english,iupac,
Cloxiquina,18949,good,spanish,,
Cloxiquine,18949,good,english,inn,
Cloxiquinum,18949,good,latin,,
Cloxyquin,18949,good,english,usan,UNII
Ferric glyceryl phosphate,18954,good,english,,
Iron(3+) glycerophosphate,18954,good,english,,
Lumasiran,18959,good,english,inn/usan,UNII
Imdevimab,18984,good,english,inn/usan,UNII
Casirivimab,18989,good,english,inn/usan,UNII
Haletazole,18994,good,english,inn,UNII
Halethazole,18994,good,english,,
Hesperidin methyl chalcone,18999,good,english,,
Pirenoxina,19009,good,spanish,,
Pirenoxine,19009,good,english,inn/jan,UNII
Pirenoxinum,19009,good,latin,,
Piroctona,19014,good,spanish,,
Piroctone,19014,good,english,inn/usan,UNII
Piroctonol,19014,good,english,,
Piroctonum,19014,good,latin,,
Pitofenona,19019,good,spanish,,
Pitofenone,19019,good,english,inn/dcf,UNII
Pitofenonum,19019,good,latin,,
Potassium glycerophosphate anhydrous,19024,good,english,,
Ajmalicin,19029,good,english,,
Circolene,19029,good,english,,
delta-Yohimbine,19029,good,english,,
Hydrosarpan,19029,good,english,,
Sodium camsylate,19034,good,english,,
"Sodium 5,12-dihydroazapentacene disulfonate",19039,good,english,,
Sodium dihydroazapentacene polysulfonate,19039,good,english,,
Chile saltpeter,19044,good,english,,
Cubic niter,19044,good,english,,
Soda niter,19044,good,english,,
1-Octadecanol,19049,good,english,,
Octadecan-1-ol,19049,good,english,iupac,
Octadecyl alcohol,19049,good,english,,
Stearyl alcohol,19049,good,english,jan,UNII
Stricnina,19054,good,italian,,
Strychnidin-10-one,19054,good,english,,
Strychnin,19054,good,german,,
Geranylgeranylacetone,19059,good,english,,
Teprenona,19059,good,spanish,inn,
Teprenone,19059,good,english,inn/jan,
Teprenonum,19059,good,latin,inn,
Tetraprenylacetone,19059,good,english,,
Terpineol acetate,19069,good,english,,
Thiamine disulfide,19074,good,english,jan,
Vitamin B1 disulfide,19074,good,english,,
Tripamide,19079,good,english,inn/jan/usan,UNII
Dichlorocyanuric acid,19084,good,english,,
Dichloroisocyanuric acid,19084,good,english,,
Kyselina dichlorisokyanurova,19084,good,czech,,
Troclosene,19084,good,english,inn,
Diiodozinc,19089,good,english,,
Zinc diiodide,19089,good,english,,
Fluorspar,19094,good,english,,
Lipoamide,19099,good,english,,
Thioctic acid amide,19099,good,english,jan,
"3-Hydroxynaphthalene-2-carboxylic acid (3,4-dihydroxybenzylidene)hydrazide",19104,good,english,,
Dynamin Inhibitor I,19104,good,english,,
Anti-Gd2 igg3 monoclonal antibody 3F8 humanized,19109,good,english,,
Anti-Gd2 monoclonal antibody 3F8 humanized,19109,good,english,,
HU3F8,19109,good,english,,
Humanized 3F8,19109,good,english,,
Humanized anti-Gd2 monoclonal antibody 3F8,19109,good,english,,
Humanized monoclonal antibody HU3F8-IGG1,19109,good,english,,
Monoclonal antibody HU3F8,19109,good,english,,
Naxitamab,19109,good,english,inn/usan,UNII
naxitamab-gqgk,19109,good,english,,
"2,3-Dimercapto-1-propane sulfonate",19119,good,english,,
"2,3-Dimercaptopropan-1-sulfonsaeure",19119,good,german,,
"2,3-Dimercaptopropanesulfonic acid",19119,good,english,,
DMPS,19119,good,english,,
Chloroprednisone,19134,good,english,inn,UNII
Chloroprednisonum,19134,good,latin,,
Cloroprednisona,19134,good,spanish,,
Clorotepina,19139,good,spanish,,
Clorotepine,19139,good,english,inn,UNII
Clorotepinum,19139,good,latin,,
Clothepin,19139,good,english,,
Octoclothepine,19139,good,english,,
11-Dehydroxycorticosterone,19144,good,english,,
11-Deoxycorticosterone,19144,good,english,,
11-Desoxycorticosterone,19144,good,english,,
21-Hydroxyprogesterone,19144,good,english,,
Deoxycortone,19144,good,english,,
Desoxicortona,19144,good,spanish,,
Desoxycorticosterone,19144,good,english,,
Desoxycortone,19144,good,english,inn/ban,
Desoxycortonum,19144,good,latin,,
SeHCAT,19145,good,english,,
Tauroselcholic acid,19145,good,english,inn/ban,UNII
Gold sodium thiosulfate anhydrous,19150,good,english,,
Sodium aurothiosulfate,19150,good,english,,
Sodium aurothiosulfate anhydrous,19150,good,english,,
Sulfametrole,19155,good,english,inn/ban,UNII
Tetroxoprim,19160,good,english,inn/usan,UNII
Tetroxoprima,19160,good,spanish,inn,
Tetroxoprime,19160,good,french,inn,
Tetroxoprimum,19160,good,english,inn,
Parathiazine,19170,good,english,inn,UNII
Paratiazina,19170,good,spanish,,
Pyrathiazine,19170,good,english,inn,
Homochlorcyclizine,19175,good,english,inn/ban,UNII
Homochlorcyclizinum,19175,good,latin,,
Homoclorociclizina,19175,good,spanish,,
L-Carnitine propionate,19176,good,english,,
Propionyl-L-carnitine,19176,good,english,,
Josamycin propionate,19181,good,english,jan,UNII
Berotralstat,19186,good,english,inn/usan,UNII
Menglitato,19191,good,spanish,,
Menglytate,19191,good,english,inn,UNII
Menglytatum,19191,good,latin,,
Menthol ethylglycolate,19191,good,english,,
4-Chlorotestosterone acetate,19196,good,english,,
Chlorotestosterone acetate,19196,good,english,,
Clostebol acetate,19196,good,english,ban,
4-Amino-3-hydroxybutyric acid,19201,good,english,,
Buxamine,19201,good,english,,
Gamma-amino-beta-hydroxybutyric acid,19201,good,english,jan,UNII
Cassia oil,19206,good,english,,
Cinnamomum cassia oil,19206,good,english,,
Cinnamon oil,19206,good,english,jan,
Kassia oel,19206,good,german,,
Diphenylpyraline 8-chlorotheophyllinate,19211,good,english,,
Diphenylpyraline teoclate,19211,good,english,,
Piprinhidrinato,19211,good,spanish,,
Piprinhydrinate,19211,good,english,inn/ban,UNII
Piprinhydrinatum,19211,good,latin,,
L-Ephedrine levulinate,19216,good,english,,
Allium Arenarium bulb oil,19221,good,english,,
Allium Controversum bulb oil,19221,good,english,,
Allium Longicuspis bulb oil,19221,good,english,,
Allium Ophioscorodon bulb oil,19221,good,english,,
Allium Pekinense bulb oil,19221,good,english,,
Allium Sativum bulb oil,19221,good,english,,
Gly-gln,19226,good,english,,
Glycyl-glutamine,19226,good,english,,
Glycyl-L-glutamine,19226,good,english,,
4-Guaiacolsulfonic acid,19236,good,english,,
Sulfogaiacol,19236,good,english,inn,UNII
Arginine L-aspartate,19241,good,english,,
L-Arginine aspartate,19241,good,english,,
L-Arginine-L-aspartate,19241,good,english,,
Acide nitrique,19251,good,french,,
Acido nitrico,19251,good,spanish/italian,,
Aqua fortis,19251,good,english,,
Azotowy kwas,19251,good,polish,,
Kyselina dusicne,19251,good,czech,,
"Nitric acid, anhydrous",19251,good,english,,
Salpetersaure,19251,good,german,,
Salpeterzuuroplossingen,19251,good,dutch,,
Myristica fragrans oil,19256,good,english,,
Myristica oil,19256,good,english,,
Oil of nutmeg,19256,good,english,,
n-Perfluorooctane,19261,good,english,,
Octadecafluorooctane,19261,good,english,,
Prednisolone hexanoate,19271,good,english,,
Prednisolone-21 hexanoate,19271,good,english,,
2-Carbamoylphenoxyacetic acid,19276,good,english,,
Salamidacetic acid,19276,good,english,,
Salicylamide-2-acetic acid,19276,good,english,,
Butedronic acid,19296,good,english,inn,UNII
"1,2,3-Propanetriol triacetate",19301,good,english,,
Glyceryl triacetate,19301,good,english,,
Triacetin,19301,good,english,inn/ban/usp,UNII
Triacetina,19301,good,spanish,,
Triacetine,19301,good,french,,
Triacetinum,19301,good,latin,,
Rurioctocog alfa pegol,19311,good,english,inn/jan,UNII
"6-((2-((2-Hydroxyethyl)(3-(p-nitrophenyl)propyl)amino)ethyl)amino)-1,3-dimethyluracil",19316,good,english,,
Nifekalant,19316,good,english,inn,UNII
Iseganan,19326,good,english,inn,UNII
Levo-phencynonate,19331,good,english,,CTTI/UNII
Celivarone,19336,good,english,inn,UNII
Isopropyl 2-butyl-3-(4-(3-(dibutylamino)propyl)benzoyl)-1-benzofuran-5-carboxylate,19336,good,english,,CTTI/UNII
AC-RYYRWKKKKKKK-NH2,19341,good,english,,
Acetyl-Arg-Tyr-Tyr-Arg-Trp-Lys-Lys-Lys-Lys-Lys-Lys-Lys-NH2,19341,good,english,,
"4,4'-bi-1,3-benzodioxole)-5-carboxylic acid, 5'-(hydroxymethyl)-7,7'-dimethoxy-, methyl ester",19346,good,english,,CTTI/UNII
"3'-thymidylic acid, monobutyl ester, 5'-(butyl hydrogen phosphate)",19351,good,english,,CTTI/UNII
Bisphosphocin Nu-3,19351,good,english,,CTTI/UNII
Bisphosphocin Nu3,19351,good,english,,CTTI/UNII
Nu-3,19351,good,english,,
diphtheria-toxin-A-H19,19361,good,english,,
dT-A-H19,19361,good,english,,
Inodiftagene vixteplasmid,19361,good,english,inn,UNII
Timrepigene emparvovec,19366,good,english,inn/usan,UNII
(68)Ga Labeled Glu-NH-CO-NH-Lys(ahx)-hbed-CC,19371,good,english,,
(68Ga)Hbed-psma,19371,good,english,,
(68Ga)Psma-hbed-CC,19371,good,english,,
68Ga-Psma-11,19371,good,english,,
68Ga-Psma-hbed-CC,19371,good,english,,
DKFZ-PSMA-11 Ga-68,19371,good,english,,
Ga-68 PSMA-11,19371,good,english,,
Ga-68-Labeled PSMA-11,19371,good,english,,
Ga-Psma-hbed-CC Ga-68,19371,good,english,,
Gallium (68Ga) gozetotide,19371,good,english,inn,
Gallium Ga 68 PSMA-11,19371,good,english,,
Gallium Ga 68-labeled psma ligand Glu-urea-Lys(ahx)-hbed-CC,19371,good,english,,
PSMA-11 Ga 68,19371,good,english,,
PSMA-11 Ga-68,19371,good,english,,
Psma-hbed-CC Ga-68,19371,good,english,,
Cetocaina,19376,good,spanish,inn,
Ketocaine,19376,good,english,inn,UNII
Ketocainum,19376,good,latin,inn,
Levosulpirida,19381,good,spanish,inn,
Levosulpiride,19381,good,english,inn,UNII
Levosulpiridum,19381,good,latin,inn,
S-(-)-Sulpiride,19381,good,english,,
Tenildiamina,19386,good,spanish,inn,
Thenyldiamine,19386,good,english,inn/ban,UNII
Thenyldiaminum,19386,good,latin,inn,
Monofosfotiamina,19391,good,spanish,,
Monophosphothiamine,19391,good,english,inn,UNII
Thiamine monophosphate,19391,good,english,,
Vitamin B1 monophosphate,19391,good,english,,
Vitamin B1 phosphate,19391,good,english,,
Indocyanine green,19396,good,english,jan/usp,UNII
Arginine pidolate,19401,good,english,,
Arginine pyroglutamate,19401,good,english,,
L-arginine L-2-pyrrolidone-5-carboxylate,19401,good,english,,
",no-udca",19405,good,english,,Curated CTTI/UNII
no-UDCA,19405,good,english,,Curated CTTI/UNII
No-ursodeoxycholic acid,19405,good,english,,Curated CTTI/UNII
Azemiglitazone,19415,good,english,inn,Curated CTTI/UNII
Samuraciclib,19580,good,english,inn,Curated CTTI/UNII
Proxalutamide,19600,good,english,,Curated CTTI/UNII
Luvadaxistat,19610,good,english,,Curated CTTI/UNII
Buprenorphine dimer,19635,good,english,,Curated CTTI/UNII
"Adenosine, 8-chloro-",19650,good,english,,Curated CTTI/UNII
Abagovomab,19660,good,english,inn,UNII
Aclimostat,19670,good,english,inn,UNII
Acolbifene,19675,good,english,inn,UNII
Acrizanib,19680,good,english,inn,UNII
Adagloxad simolenin,19685,good,english,usan,UNII
Adelmidrol,19690,good,english,inn,UNII
Adipate,19695,good,english,,Curated CTTI/UNII
Adipate dianion,19695,good,english,,Curated CTTI/UNII
Adipate ion,19695,good,english,,Curated CTTI/UNII
Adipate(2-),19695,good,english,,Curated CTTI/UNII
Adipic acid ion (2-),19695,good,english,,Curated CTTI/UNII
Hexanedioate dianion,19695,good,english,,Curated CTTI/UNII
"Hexanedioic acid, ion(2-)",19695,good,english,,Curated CTTI/UNII
Aganepag isopropyl,19700,good,english,usan,UNII
"(phe5>met,ser6>arg,ala8>ser,gly9>ser,his11>leu) fibroblast growth factor 19 (human fgf19) (5-194)-peptide, produced in escherichia coli",19705,good,english,,Curated CTTI/UNII
Aldafermin,19705,good,english,inn/usan,UNII
Engineered variant of recombinant human fibroblast growth factor 19,19705,good,english,,Curated CTTI/UNII
Amtolmetin,19715,good,english,,Curated CTTI/UNII
Tolmetin glycine amide,19715,good,english,,Curated CTTI/UNII
Anivamersen,19720,good,english,inn/usan,UNII
"Rna, (cm-gm-cm-gm-gm-um-am-um-am-gm-um-cm-cm-am-cm)",19720,good,english,,Curated CTTI/UNII
Anti-cd166 probody-drug conjugate cx-2009,19725,good,english,,Curated CTTI/UNII
Praluzatamab ravtansine,19725,good,english,,Curated CTTI/UNII
Anti-egfr/anti-c-met bispecific antibody emb-01,19730,good,english,,Curated CTTI/UNII
Anti-egfr/c-met bispecific antibody emb-01,19730,good,english,,Curated CTTI/UNII
Anti-fap/interleukin-2 fusion protein ro6874281,19735,good,english,,Curated CTTI/UNII
Simlukafusp alfa,19735,good,english,,Curated CTTI/UNII
Adynovate,19740,good,english,,Curated CTTI/UNII
Adynovi,19740,good,english,,Curated CTTI/UNII
"Antihemophilic factor (recombinant), pegylated (20 kda)",19740,good,english,,Curated CTTI/UNII
"Antihemophilic factor (recombinant), pegylated (mw 20000)",19740,good,english,,Curated CTTI/UNII
"Antihemophilic factor, pegylated (mw 20000) human sequence recombinant",19740,good,english,,Curated CTTI/UNII
PEGylated Recombinant Factor VIII,19740,good,english,,Curated CTTI/UNII
Pegylated rfviii,19740,good,english,,Curated CTTI/UNII
Acoalan,19745,good,english,,Curated CTTI/UNII
Afucosylated antithrombin,19745,good,english,,Curated CTTI/UNII
Antithrombin (human variant kw-3357),19745,good,english,,Curated CTTI/UNII
Antithrombin gamma,19745,good,english,inn/jan,UNII
Antithrombin gamma (genetical recombination),19745,good,english,,Curated CTTI/UNII
"Human antithrombin-iii (atiii, serpin c1) expressed in fucosyl transferase-negative chinese hamster ovary (cho) cells (glycoform gamma)",19745,good,english,,Curated CTTI/UNII
Apg-1387 (smac mimetic),19750,good,english,,Curated CTTI/UNII
Apitegromab,19755,good,english,inn/usan,UNII
"Immunoglobulin g4 (234-proline), anti-(human progrowth differentiation factor 8) (human monoclonal srk-015 .gamma.4-chain), disulfide with human monoclonal srk-015 .lambda.-chain, dimer",19755,good,english,,Curated CTTI/UNII
Artemifone,19760,good,english,,Curated CTTI/UNII
Artemisone,19760,good,english,inn,UNII
Atogepant,19765,good,english,inn/usan,UNII
Avalglucosidase alfa,19770,good,english,inn/usan,UNII
avalglucosidase alfa-ngpt,19770,good,english,,
Neo-recombinant human acid alpha-glucosidase,19770,good,english,,Curated CTTI/UNII
NeoGAA,19770,good,english,,Curated CTTI/UNII
Axomadol,19775,good,english,inn/usan,UNII
Bn-110 free base,19775,good,english,,Curated CTTI/UNII
Bn110 free base,19775,good,english,,Curated CTTI/UNII
Grt-151 free base,19775,good,english,,Curated CTTI/UNII
Grt151 free base,19775,good,english,,Curated CTTI/UNII
Noroxylin,19780,good,english,,Curated CTTI/UNII
(+)-bakuchiol,19785,good,english,,Curated CTTI/UNII
(s)-bakuchiol,19785,good,english,,Curated CTTI/UNII
Drupanol,19785,good,english,,Curated CTTI/UNII
Sytenol a,19785,good,english,,Curated CTTI/UNII
Batabulin,19790,good,english,inn/usan,UNII
Batoclimab,19795,good,english,inn,UNII
"Immunoglobulin g1(238-alanine, 239-alanine), anti-(human fcrn receptor) (human monoclonal hl161bkn .gamma.1-chain), disulfide with human monoclonal hl161bkn .lambda.-chain, dimer",19795,good,english,,Curated CTTI/UNII
Anti-fgfr2 monoclonal antibody fpa144,19800,good,english,,Curated CTTI/UNII
Bemarituzumab,19800,good,english,inn,UNII
Bizalimogene ralaplasmid,19840,good,english,inn,UNII
BMS 707035,19845,good,english,,Curated CTTI/UNII
Brazikumab,19850,good,english,inn/usan,UNII
"Immunoglobulin g2, anti-(human interleukin 23) (human monoclonal medi2070 heavy chain), disulfide with human monoclonal medi2070 .lambda.-chain, dimer",19850,good,english,,Curated CTTI/UNII
Brivoligide,19855,good,english,inn/usan,UNII
"D(c-t-a-c-g-c-c-c-a-c-c-g-c-c-c-a-c-g-c-a-t-a-c), complex with dna d(g-t-a-t-g-c-g-t-g-g-g-c-g-g-t-g-g-g-c-g-t-a-g) (1:1)",19855,good,english,,Curated CTTI/UNII
"Dna, d(c-t-a-c-g-c-c-c-a-c-c-g-c-c-c-a-c-g-c-a-t-a-c), complex with dna d(g-t-a-t-g-c-g-t-g-g-g-c-g-g-t-g-g-g-c-g-t-a-g) (1:1)",19855,good,english,,Curated CTTI/UNII
Buprenorphine adipate ester,19860,good,english,,Curated CTTI/UNII
Capadenoson,19865,good,english,inn,UNII
Carotegrast methyl,19870,good,english,jan,UNII
(+)-catechin 3-gallate,19875,good,english,,Curated CTTI/UNII
(+)-catechin gallate,19875,good,english,,Curated CTTI/UNII
Catechin Gallate,19875,good,english,,Curated CTTI/UNII
"Catechin gallate, (+)-",19875,good,english,,Curated CTTI/UNII
Cemdisiran,19880,good,english,inn,UNII
Centhaquine,19885,good,english,inn,UNII
Compound-7173,19885,good,english,,Curated CTTI/UNII
Ceralifimod,19890,good,english,inn,UNII
Ciforadenant,19900,good,english,inn/usan,UNII
Cinaciguat,19905,good,english,inn/jan,UNII
Cinpanemab,19910,good,english,inn/usan,UNII
"Immunoglobulin g1-lambda, anti-(homo sapiens alpha-synuclein)humanized monoclonal antibody.gamma.1 heavy chain (1-442) (homo sapiens vh (ighv3-25*03 (86%) (ighd)-ighj2*01) (8.10.4) (1-113)-homo sapiens ighg1*03 (ch3(k107>del(443))) (114-442)) (216-213')-",19910,good,english,,Curated CTTI/UNII
"Immunoglobulin g1-lambda, anti-(homo sapiens snca (synuclein alpha, alpha-synuclein, park1, park4, parkinson disease (autosomal dominant, lewy body) 4, non a4 component of amyloid precursor, nacp)), monoclonal antibodygamma1 heavy chain (1-442) (vh (homo",19910,good,english,,Curated CTTI/UNII
"Immunoglobulin g1, anti-(human .alpha.-synuclein) (human monoclonal biib054 .gamma.1-chain), disulfide with human monoclonal biib054 .kappa.-chain, dimer",19910,good,english,,Curated CTTI/UNII
Complement c5 inhibitory humanized recycling monoclonal antibody (rg-6107 ),19915,good,english,,Curated CTTI/UNII
Crovalimab,19915,good,english,inn/usan,UNII
"Immunoglobulin g1, anti-(human complement c5)(humanized ro7112689 heavy chain), disulfide with humanized ro7112689 light chain, dimer",19915,good,english,,Curated CTTI/UNII
Dapansutrile,19925,good,english,inn/usan,UNII
Dapirolizumab pegol,19930,good,english,inn,UNII
"Immunoglobulin fab' g1-kappa pegylated, anti-(homo sapiens cd40lg (cd40 ligand, cd40l, tumor necrosis factor ligand superfamily member 5, tnfsf5, tumor necrosis factor related activation protein, trap, cd154)), pegylated humanized monoclonal antibody",19930,good,english,,Curated CTTI/UNII
Deferitrin,19935,good,english,inn/usan,UNII
Delgocitinib,19940,good,english,inn/usan,UNII
Denagliptin,19945,good,english,inn,UNII
Desidustat,19950,good,english,inn,UNII
(R)-isometheptene,19955,good,english,,Curated CTTI/UNII
Dexisometheptene,19955,good,english,,Curated CTTI/UNII
"Isometheptene, (r)-",19955,good,english,,Curated CTTI/UNII
Dezapelisib,19960,good,english,inn/usan,UNII
Diflomotecan,19965,good,english,inn,UNII
"Dihydrexidine, (+)-",19970,good,english,,Curated CTTI/UNII
Dilpacimab,19975,good,english,inn/usan,UNII
"Immunoglobulin, anti-(notch ligand dll4/vascular endothelial growth factor) (synthetic human pr-1283233 heavy chain), disulfide with synthetic human pr-1283233 light chain, dimer",19975,good,english,,Curated CTTI/UNII
Dinalin,19985,good,english,,Curated CTTI/UNII
Dinaline,19985,good,english,,Curated CTTI/UNII
Dirocaftor,19990,good,english,inn/usan,UNII
Dotinurad,20000,good,english,inn,UNII
Dynorphin,20005,good,english,,Curated CTTI/UNII
Dynorphin a,20005,good,english,,Curated CTTI/UNII
Dynorphin a (1-17),20005,good,english,,Curated CTTI/UNII
Dynorphin a (bos taurus),20005,good,english,,Curated CTTI/UNII
Dynorphin a (human),20005,good,english,,Curated CTTI/UNII
Dynorphin a (pig),20005,good,english,,Curated CTTI/UNII
Dynorphin a (porcine),20005,good,english,,Curated CTTI/UNII
Dynorphin a (rat),20005,good,english,,Curated CTTI/UNII
Dynorphin a (swine),20005,good,english,,Curated CTTI/UNII
Dynorphin a 1-17,20005,good,english,,Curated CTTI/UNII
Dynorphins,20005,good,english,,Curated CTTI/UNII
Porcine dynorphin a (1-17),20005,good,english,,Curated CTTI/UNII
Ebopiprant,20010,good,english,inn,UNII
Circulase,20015,good,english,,Curated CTTI/UNII
Ecraprost,20015,good,english,inn/usan,UNII
Efavaleukin alfa,20020,good,english,inn/usan,UNII
Fc il-2 mutein fusion protein (amg-592),20020,good,english,,Curated CTTI/UNII
"Immunoglobulin g1 (fc domain-containing fragment) fusion protein with peptide (synthetic linker) fusion protein with interleukin 2 (synthetic human mutein), dimer",20020,good,english,,Curated CTTI/UNII
Eftilagimod alfa,20025,good,english,inn,UNII
Immufact,20025,good,english,,Curated CTTI/UNII
Efungumab,20030,good,english,inn/usan,UNII
Hsp-90mab,20030,good,english,,Curated CTTI/UNII
Hsp90mab,20030,good,english,,Curated CTTI/UNII
"Immunoglobulin, anti-(candida heat-shock protein hsp 90) (human monoclonal hsp90mab fragment)",20030,good,english,,Curated CTTI/UNII
Mycograb,20030,good,english,,Curated CTTI/UNII
Elpamotide,20035,good,english,,Curated CTTI/UNII
Vegfr2-169 peptide vaccine,20035,good,english,,Curated CTTI/UNII
Eltanexor,20040,good,english,inn/usan,UNII
Eluforsen,20045,good,english,inn/usan,UNII
"Colony-stimulating factor, granulocyte (synthetic human), 30-kilodalton pegylated",20050,good,english,,Curated CTTI/UNII
Empegfilgrastim,20050,good,english,inn,UNII
Enapotamab vedotin,20055,good,english,inn,UNII
Humax axl adc,20055,good,english,,Curated CTTI/UNII
HuMax-AXL-ADC,20055,good,english,,Curated CTTI/UNII
"Immunoglobulin g1, anti-(human growth factor receptor axl)(human humax-axl .gamma.1-chain), disulfide with human humax-axl .kappa.-chain, dimer tetrakis(thioether) with vedotin",20055,good,english,,Curated CTTI/UNII
Ensifentrine,20060,good,english,inn/usan,UNII
Epafipase,20065,good,english,inn/usan,UNII
RPAF-AH,20065,good,english,,Curated CTTI/UNII
Esflurbiprofen,20070,good,english,inn,UNII
"Flurbiprofen, (s)-",20070,good,english,,Curated CTTI/UNII
"Des-met1-putative phage lysin (streptococcus phage phi891591), produced in escherichia coli",20080,good,english,,Curated CTTI/UNII
Exebacase,20080,good,english,inn/usan,UNII
Lysin cf-301 (streptococcus suis phage),20080,good,english,,Curated CTTI/UNII
Lysin plyss2 (streptococcus suis phage),20080,good,english,,Curated CTTI/UNII
Exicorilant,20085,good,english,inn/usan,UNII
Fasoracetam,20090,good,english,inn,UNII
Fenpryroximate,20095,good,english,,Curated CTTI/UNII
"Fenpyroximate (z,e)",20095,good,english,,Curated CTTI/UNII
Fujimite,20095,good,english,,Curated CTTI/UNII
Sequel,20095,good,english,,Curated CTTI/UNII
Finerenone,20100,good,english,inn/usan,UNII
Firsocostat,20105,good,english,inn/usan,UNII
Fisogatinib,20110,good,english,inn/usan,UNII
Fluorocyclopentenylcytosine,20115,good,english,,Curated CTTI/UNII
Roducitabine,20115,good,english,,Curated CTTI/UNII
Fonadelpar,20120,good,english,inn/usan,UNII
Foralumab,20125,good,english,inn,UNII
Foscarbidopa,20130,good,english,inn,UNII
Foslinanib,20135,good,english,inn/usan,UNII
Trx-818 free acid,20135,good,english,,Curated CTTI/UNII
Ganaplacide,20140,good,english,inn,UNII
Aav2/6-b-domain-deleted blood coagulation factor viii,20145,good,english,,Curated CTTI/UNII
Dna (recombinant adeno-associated virus 6 vector pf-07055480 human b-domain-deleted blood-coagulation factor viii-specifying),20145,good,english,,Curated CTTI/UNII
Giroctocogene fitelparvovec,20145,good,english,inn/usan,UNII
Glenzocimab,20150,good,english,inn,UNII
"Immunoglobulin g1, anti-(human platetet glycoprotein vi) fab fragment (humanized monoclonal act017 .gamma.1-chain), disulfide with humanized monoclonal act017 .kappa.-chain",20150,good,english,,Curated CTTI/UNII
Glycolide,20160,good,english,,Curated CTTI/UNII
Anti-rsv protein f nanobody alx-0171,20170,good,english,,Curated CTTI/UNII
Gontivimab,20170,good,english,inn,UNII
"Gp-2 her2-derived, hla-a2+ restricted peptide",20175,good,english,,Curated CTTI/UNII
GP2 peptide,20175,good,english,,Curated CTTI/UNII
H-ras antisense oligodeoxynucleotide isis 2503,20180,good,english,,Curated CTTI/UNII
Hdac inhibitor cxd101,20185,good,english,,Curated CTTI/UNII
Hdac-in-4,20185,good,english,,Curated CTTI/UNII
Haematoporphyrin,20190,good,english,,Curated CTTI/UNII
Hematoporphyrin,20190,good,english,,Curated CTTI/UNII
Hematoporphyrin ix,20190,good,english,,Curated CTTI/UNII
Hemoporfin,20190,good,english,,Curated CTTI/UNII
Photodyn,20190,good,english,,Curated CTTI/UNII
Hqp-1351 free base,20200,good,english,,Curated CTTI/UNII
Hqp1351 free base,20200,good,english,,Curated CTTI/UNII
Olverembatinib,20200,good,english,,Curated CTTI/UNII
