drug_id,name,company,score,source
4823,Hoscolax,,good,
4823,Isolax,,good,
4823,Neodrast,,good,
4823,Normalax,,good,
4823,Nourilax,,good,
4824,Chocolax,,good,
4824,Feen-a-mint gum,,good,
4824,Feen-a-mint laxative mints,,good,
4825,Bismethin,,good,
4825,Corontin,,good,
4825,Corpax,,good,
4825,Elecor,,good,
4825,Falliocor,,good,
4825,Hostaginan,,good,
4825,Segontin,,good,
4825,Synadrin,,good,
4825,Valecor,,good,
4826,Sanbosten,,good,
4826,Sandostene,,unknown,
4829,Delysid,Sandoz Laboratories,good,
4830,Adebit,Zentiva,good,
4830,Biforon,Meiji,good,
4830,Bigunal,Shun Hwa,good,
4830,Diabrin,,good,
4830,Silubin,,good,
4830,Ziavetine,Teikoku Kagaku,good,
4831,Diflurex,,unknown,
4831,Selacryn,,unknown,
4831,Ticrex,,unknown,
4833,Quaalude,Rorer,good,
4836,Directim,,good,
4836,Maneon,,good,
4836,Neolior,,good,
4836,Provector,,good,
4836,Survector,Servier,good,
4836,Viaspera,,good,
4837,Antitussin,,unknown,
4838,Capilan,Takeda,good,
4838,Cyclergine,,good,
4838,Cyclospasmol,lves,good,
4839,Cyprostat,Bayer,good,
4840,Bonipress,lkapharm,good,
4840,Declinax,Roche,good,
4840,Tendor,Chinoin,good,
4841,Flugeral,Italfarmaco,good,
4841,Fluxarten,GlaxoSmithKline,good,
4841,Gradient,Polifarma,good,
4841,Sibelium,Janssen,good,
4841,Zinasen,AtralCipan,good,
4842,Imap,Janssen,good,
4842,lmap,McNeil,good,
4842,Redeptin,SKF,good,
4844,Rubigen,,unknown,
4846,Selectol,Sanofi,good,
4849,Recentin,,unknown,
4851,Incel,,good,
4854,Atenurix,Ajanta Pharma Phil,good,
4854,Barif,Square,good,
4854,Feburic,Teijin Pharma,good,
4858,Tirazone,Sanofi-aventis,good,
4860,Immusine,,good,
4861,Lobivon,,good,
4861,Nebicard,,good,
4861,Nebilet,,good,
4861,Nebilong,,good,
4861,Nodon,,good,
4861,Nubeta,,good,
4865,Ceflatonin,ChemGenex Therapeutics,good,
4865,Myelostat,,unknown,
4866,Halocur,,unknown,
4866,Stenorol,,unknown,
4866,Tempostatin,,unknown,
4871,Lorqess,,good,
4876,EQUA,,good,
4878,Basen,Takeda Chemical Industries,good,
4878,Glustat,,good,
4878,Volix,Ranbaxy labs,good,
4880,Perfan,,good,
4884,Priligy,,good,
4885,Calmactin,,unknown,
4890,Talion,,unknown,
4891,Asord,QuatRx,good,
4894,Octastatin,,good,
4894,Sanvar,,good,
4894,Sanvar IR,,good,
4896,Dalcipran,,good,
4896,Ixel,,good,
4896,Toledomin,,good,
4898,Exanta,,unknown,
4898,Exarta,,unknown,
4900,Zadaxin,,unknown,
4901,GVAX,,unknown,
4907,Cerepro,,unknown,
4908,Ectris,,unknown,
4910,Loditac,,unknown,
4911,Kimyrsa,"Melinta Therapeutics, LLC",good,
4912,Stanate,,good,
4914,Gastrimmune,,good,
4914,Insegia,,good,
4924,Ganaton,,good,
4924,Itax,,good,
4924,Itogard,,good,
4924,Itomed,,good,
4926,Xaprila,,unknown,
4930,Acticin,,good,
4930,Lyclear,Johnson & Johnson,good,
4932,Dasovas,,good,
4932,Noravid,,good,
4932,Prociclide,,good,
4934,Rifalazil,,unknown,
4936,Naturlose,,good,
4941,Provir,,good,
4941,Virend,,good,
4942,Amnoid,,good,ChEBI (DrugBank)
4942,Tamibaro,,good,ChEBI (DrugBank)
4944,Acadra,,unknown,
4946,Fanapta,,good,
4946,Fiapta,,good,
4946,Zomaril,,good,
4948,Britlofex,Britannia,good,
4950,Onconase,,unknown,
4956,Segard,,good,
4957,Stedicor,,unknown,
4958,LymphoCide,,good,
4960,Zarnestra,,unknown,
4961,Troxatyl,,unknown,
4962,LymphoScan,,unknown,
4963,Diamyd,,good,
4964,OvaRex,,good,
4967,Miracil D,,good,
4972,Telcyta,,good,
4977,Aplidin,,good,
4977,Aplidine,,good,
4992,ProLindac,,good,
5003,Amplimexon,,unknown,
5011,Trinam,,good,
5013,Picato gel, LEO Pharma,good,
5018,Amigal,,good,
5022,Quinamed,,unknown,
5039,Arcapta ,Novartis,good,
5039,Hirobriz,,good,
5039,Onbrez,Novartis,good,
5039,Onbrize,,good,
5057,Erdotin,,unknown,
5063,MitoQ,,unknown,
5078,Aerovant,,unknown,
5080,Histalean,,unknown,
5088,Copexa,,good,
5088,Coprexa,,good,
5097,CEA-Cide,,good,
5100,Prinomastat,,unknown,
5102,rupintrivir,,unknown,
5103,Pivanex,,unknown,
5105,Picovir,,unknown,
5106,NeuroVax,,unknown,
5107,Immunitin,,unknown,
5111,HuZAF,,unknown,
5113,Onyvax 105,,unknown,
5116,Thymectacin,,unknown,
5126,Myogane,,unknown,
5135,Vibrilase,,unknown,
5136,Tarvacin,,unknown,
5205,Tyrima,,unknown,
5212,Triolex,,good,
5232,Tectin,,unknown,
5232,Tetrodin,,unknown,
5245,Dermazin,,good,
5245,Flamazine,,good,
5245,Silverol,,good,
5247,Petinutin,,good,
5254,Proellex,,good,
5255,Elase,Pfizer,good,
5255,Fibrolan,Pfizer,good,
5259,Multiferon,,good,
5266,Gastrom,"Tanabe Mitsubishi, Japan",good,
5267,Ke Tas,,good,
5267,Ketas,,good,
5283,Regressin,,unknown,
5283,Urocidin,,unknown,
5289,Retaane,,unknown,
5290,Flurizan,,unknown,
5293,Osidem,,unknown,
5294,Bexidem,,unknown,
5295,Zactima ,AstraZeneca ,good,
5295,Zictifa ,AstraZeneca ,good,
5297,Antrin,,unknown,
5297,Lutrin,,unknown,
5297,Optrin,,unknown,
5301,OxyTrex,,good,
5305,Rencarex,,good,
5307,Generx,,good,
5309,CoFactor,,unknown,
5310,Chrysalin,,unknown,
5314,Hemospan,,unknown,
5320,Proxinium,,unknown,
5320,Vicinium,,good,
5322,Puricase,,unknown,
5323,Advexin,,unknown,
5331,TheraCLEC,,unknown,
5331,Trizytek,,unknown,
5338,TransMID,,unknown,
5341,Colal-Pred,,unknown,
5344,Proglia,,unknown,
5369,Ragwitek,Merck Sharp & Dohme,good,
5383,IoGen,,unknown,
5385,BufferGel,,good,
5386,Lavelin FA,,good,
5388,Neovastat,,unknown,
5392,Liprostin,,unknown,
5397,Albuferon,,unknown,
5399,Savvy,,unknown,
5406,HepeX-B,,good,
5428,Uvidem,,good,
5429,Xcytrin,,good,ChEBI (ChemIDplus)
5440,Eladem,,unknown,
5440,Eladem-2,,unknown,
5448,Neugene,,unknown,
5451,Cogane,,good,
5461,Telintra,,unknown,
5478,Cancer Vac,,unknown,
5478,Cancer Vac Mannan-MUC1,,unknown,
5478,CVac,,unknown,
5479,Hepavir B,,unknown,
5479,remofovir mesylate,,unknown,
5482,Dermolastin,,unknown,
5483,NeoLipid Camptosar,,unknown,
5485,HuMax-Inflam,,unknown,
5486,Exherin,,unknown,
5514,Atiprimod,,unknown,
5521,Xipulin,,good,
5529,Kynamro,,good,
5531,Actilon,,unknown,
5542,Rikelta,UCB,good,
5560,Avrina,,good,
5585,Cethrin,,good,
5586,Azixa,,good,
5600,Cardio Vascu-Grow,,unknown,
5617,M-Trex,,good,
5617,MobileTrex,,good,
5625,Teverelix LA,,unknown,
5631,Pentostam,GlaxoSmithKline,good,
5660,Orapem,,unknown,
5663,iDESTRIN,,unknown,
5672,Dentonin,,unknown,
5684,Zemiva,,unknown,
5698,Oncomun,,good,
5738,Varespladib,,unknown,
5739,Hivenyl,,good,
5750,Femathina,,unknown,
5772,Desoris,,good,
5778,Recomodulin,,unknown,
5787,Irofulven,,unknown,
5788,Vitaxin,,unknown,
5792,Oxygent,,unknown,
5801,Beta LT,,unknown,
5805,Inflarest,,unknown,
5811,Amiscan,,unknown,
5812,AuroVax,,unknown,
5816,Gonadimmune,,unknown,
5818,Cloretazine,,unknown,
5830,Preos,"NPS Pharmaceuticals, Inc.",good,
5831,MENT,,unknown,
5833,APAN,,good,
5866,ChelASE,,good,
5866,VitrenASE,,good,
5876,Homspera,,good,
5876,Viprovex,,good,
5932,Angiocept,,good,
5946,Valortim,,good,
5972,Archexin,,unknown,
5991,Ocaliva,,good,
6120,XCopri,,good,
6125,Myodur,,good,
6144,Tolamba,,unknown,
6145,Serdolect,,good,ChEBI (DrugBank)
6145,SerLect,,good,ChEBI (DrugBank)
6148,Norsulfazolum,Galen,good,
6148,Sulfatiazol,Fecofar,good,
6149,Bolvidon,,good,
6149,Depnon,,good,
6149,Lantanon,,good,
6149,Lumin,,good,
6149,Norval,,good,
6149,Tolvon,,good,
6150,Targocid,Sanofi-Aventis,good,
6151,Abcid,,good,
6151,Agribon,,good,
6152,Fluimucil,,good,
6152,Lysox,,good,
6152,Mucolysin,Zambon,good,
6153,Arbid,,good,
6153,Arlidin,,good,
6156,Rimoslim,,good,
6156,Riobant,SUN,good,
6156,Slimona,,good,
6160,Camptogen,,good,
6160,Orathecin,Supergen,good,
6162,Neuprex,,unknown,
6177,Chromadax,,good,
6177,Istodax,,good,
6179,Talvesta,,unknown,
6182,IMOxine,,good,
6186,Fodosine,,good,
6186,Mundesine,,good,
6187,Yervoy,,good,
6193,DiaCIM,,good,
6193,RadioTheraCIM,,good,
6193,TheraCIM,,good,
6193,Theraloc,,good,
6197,Firazyr,,good,
6200,Xinlay,,unknown,
6201,Pulzium,,unknown,
6203,Oporia,Pfizer,good,
6205,Palexia,Grünenthal Ltd,good,
6205,TAPAL ,MSN Labs ,good,
6206,Chemophase,"Halozyme Therapeutics, Inc",good,
6206,Enhanze SC,"Halozyme Therapeutics, Inc",good,
6208,Rapilif,Ipca Urosciences ,good,
6208,Urief,Watson Pharmaceuticals Inc.,good,
6210,Prasita,Daiichi Sankyo Co.,good,
6211,Promacta,,good,
6211,Revolade,,good,
6212,Finibax,Shionogi Co.,good,
6216,Rienso,,good,
6218,Kynapid,Cardiome Pharma Corp.,good,
6220,Zeven,Pfizer,good,
6227,NeuVax,"Apthera, Inc.",good,
6235,Camvia,ViroPharma Inc.,good,
6238,Spedra,A. Menarini Farmaceutica Internazionale SRL,good,
6245,Fiblast,"Kaken Pharmaceuticals Co., Ltd.",good,
6247,Aptosyn,OSI Pharmaceuticals Inc.,good,
6247,Prevatec,Cell Pathways Inc.,good,
6248,Ampalex,Cortex Pharmaceuticals Inc.,good,
6256,Bisphonal,Astellas,good,
6256,Yin Fu,Renfu Pharmaceutical,good,
6261,Invicorp,,good,
6262,Hexvix,GE Healthcare,good,
6263,Dops,,good,
6264,Calsed,,unknown,
6265,Musclex,,good,
6265,Viveo,,unknown,
6268,Zydena,,good,
6272,Sulonex,,good,
6272,Vessel,,good,
6273,Oxarol,,unknown,
6274,RoActemra,,good,
6283,Xusal,,unknown,
6286,Forsteo,Eli Lilly and Company,good,
6289,Deniban,Sanofi-Aventis,good,
6289,Solian,Sanofi-Aventis,good,
6291,Olysio,,good,
6295,Mulsevo,,good,
6296,Azoline,,unknown,
6306,ASONEP,,good,
6308,Apoptone,"Hollis-Eden Pharmaceuticals, Inc.",good,
6311,Numax,,good,
6332,Clomet,Xanthus Pharmaceuticals Inc.,good,
6367,Omnitarg,,good,
6367,Perjeta,,good,
6395,Temusi,Sanofi,good,
6396,Abasol,,good,
6398,Antevas,,unknown,
6402,Viviant,,good,
6404,Ambrican,Lupin,good,
6404,Endobloc,Cipla Ltd.,good,
6404,Pulmonext,MSN Labs,good,
6404,Zambri,German Remedies Ltd.,good,
6406,Kiacta,,unknown,
6411,Hectoral,Genzyme,good,
6413,Anapolon,Abdi Ibrahim,good,
6413,Androlic,British Dispensary,good,
6413,Hemogenin,Sanofi Aventis,good,
6414,Neoresotyl,Drugtech,good,
6420,Restanza,,good,
6424,Endostar,,good,
6432,Ziracin,,good,
6440,Alevaire,,good,
6449,Sarasar,,unknown,
6450,Tenovil,,unknown,
6452,Affintak,,good,
6458,Soltara,,unknown,
6462,Evizon,,unknown,
6464,Zorcell,,good,
6465,Ravax,,good,
6468,Remitogen,,unknown,
6471,Zendra,,good,
6476,Antova,,unknown,
6479,Promycin,,unknown,
6480,Viviq,,unknown,
6481,Resolor,Shire  Pharmaceuticals Ireland Ltd,good,
6497,Emmelle,,good,
6528,Alzhemed,,good,
6528,Cerebril,,unknown,
6537,Galida,AstraZeneca,good,
6550,Cereport,,good,
6558,Trabio,,good,
6581,BuCast,,good,
6595,Melitor,Servier Laboratories Ltd.,good,
6595,Valdoxan,Servier Laboratories Ltd.,good,
6604,Faridak,,good,
6604,Farydak,,good,
6611,Omigard,,unknown,
6613,Bosatria,GlaxoSmithKline,good,
6615,Peramiflu,,good,
6615,Rapiacta,,good,
6615,Rapivab,,good,
6624,Awegal,,good,
6624,Effirma,,good,
6624,Efiret,,good,
6624,Katadolon,,good,
6624,Metanor,,good,
6624,Trancolong,,good,
6635,Rezonic,,good,
6635,Zunrisa,,good,
6638,Avitrol,,good,
6638,Fampridine-SR,,good,
6644,Ranmark,Daiichi Sankyo,good,
6651,Kesimpta,Novartis,good,
6660,Photrex,,good,
6663,Riquent,,good,
6664,Signifor,,good,
6664,Signifor LAR,,good,
6670,Rezular,,good,
6678,Pivlaz,,good,
6690,Monolate,,good,
6690,Moramin,,good,
6690,Neosclerol,,good,
6690,Oldamin,,good,
6690,Varicetin,,good,
6697,Balminil,,good,
6697,Otriven,,good,
6697,Otrivin,,good,
6697,Otrivine,,good,
6697,Otrix,,good,
6697,Xylomet,,good,
6697,Xylostar,Intas,good,
6698,Pradax,Boehringer Ingelheim,good,
6698,Rendix,,good,
6704,Khedezla,,good,
6704,Zyven-OD,,good,
6705,Attenade,Celgene,good,
6707,Gadovist,Bayer Schering Pharma,good,
6710,Octanil,,good,
6710,Octin,,good,
6711,Neo-Cobefrin,,good,
6711,Nordefrin,,good,
6714,Testred,,good,ChEBI (DrugBank)
6714,Virilon,,good,ChEBI (DrugBank)
6716,Nivadil,,good,
6718,Benzedrex,,good,
6718,Dristan inhaler,,unknown,
6718,Obesin,,good,
6720,Aquavan,,good,
6722,Stromba,,good,
6722,Winstrol,,good,
6722,Winstrol Depot,,good,
6723,Cinnafact,Cinnagen,good,
6724,Imiglucerase,Genzyme Corporation,good,
6729,Alu-Cap,3M,good,
6729,Amphojel,Wyeth,good,
6731,Lorcam,Taisho Pharmaceutical Co.,good,
6731,Xafon,Nycomed,good,
6735,Sulfabid,,good,
6741,Androxal,,unknown,
6742,Cincofen,,good,
6742,Clanza,,good,
6742,Hifenac,,good,
6743,Borbit,Yoshindo,good,
6743,Peleton,Towa Yakuhin,good,
6743,Peon,Zeria Shinyaku,good,
6743,Salafapinon,Choseido Pharmaceutical,good,
6743,Soleng,Kyorin Rimedio,good,
6743,Soleton,CJ Cheiljedang,good,
6743,Soluirubin,Taiyo Pharmaceutical,good,
6743,Zaltoprofen Tatsumi Kagaku,Tatsumi Kagaku,good,
6743,Zatferon,Sawai Seiyaku,good,
6743,Zyrogen,Yoo Young,good,
6744,Cliradon,Pfizer,good,
6744,Ketogan,Pfizer,good,
6744,Ketorax,Pfizer,good,
6745,Bronica,,good,
6748,Ambrolex,GlaxoSmithKline Inc.,good,
6748,Ambrox,Square,good,
6748,Tabcin,,unknown,
6757,Drotin,,good,
6757,No-Spa,Sanofi-Aventis,good,
6757,Taverin,,good,
6766,Sucraid,,good,
6768,Pindac,Leo Pharm,good,
6774,Amlactin,,good,
6775,Levact,NAPP Pharmaceuticals ,good,
6775,Treakisym,Teva Pharmaceutical Industries Ltd.,good,
6780,Zostrix,,good,
6782,Calcibind,Mission Pharma,good,
6783,Chenix,Sigma Tau,good,
6784,Gynoseptyl,,good,
6784,Gynostad,,good,
6784,Hi Trace Copper,,good,
6784,Intense Copper,,good,
6784,M-Care,,good,
6784,Zyload,,good,
6785,Boxol,Pharmacia,good,
6785,Eurodal,Gland,good,
6785,Ligoframin,Pfizer,good,
6785,Low Liquemine,Roche,good,
6788,Bal In Oil Injection,Taylor Pharmaceuticals,good,
6788,Dimaval,Heyl,good,
6788,Dimercaprol,Akorn,good,
6788,TechneScan DMSA,Mallinckrodt,good,
6790,Neoscan,"Medi-Physics, Inc.",good,
6792,Adcortin,Daiichi Sankyo,good,
6792,Berodan,Dong Sung,good,
6792,Betacorton,Spirig,good,
6792,Confumin,Hwang's,good,
6792,Cortilate,Micro Gratia,good,
6792,Ha Le Te,Tianjin Pharmaceutical Group Xinzheng,good,
6792,Halciderm,Teofarma,good,
6792,Halcinonide-Pacific Pharm,Pacific,good,
6792,Sawastin,Sawai Seiyaku,good,
6793,Tral,Abbott,good,
6793,Traline,Abbott,good,
6794,Suprellin,,good,
6794,Suprellin LA,,good,
6794,Vantas,,good,
6795,Delalutin,Bristol-Myers Squibb,good,
6795,Gestiva,Cytyc,good,
6795,Hormofort,Kobanyai,good,
6795,ldrogestene,Farmila,good,
6797,Somatuline,Ipsen,unknown,
6798,Foznol,,good,
6798,Phosbloc,,good,
6803,Dormate,Medpointe Pharm HLC,good,
6805,Hexamine,,unknown,
6807,Moctanin,,good,
6809,Niclocide,,good,
6810,Advantage 24,Lake Pharmaceuticals,good,
6810,Gynoll,Ortho Options,good,
6810,Today,Bliss Pharmaceuticals,good,
6810,VCF,Apothecus Pharmaceuticals,good,
6816,Mithracin,Pfizer,good,
6817,Aethoxysklerol,,good,
6820,Asmetil,,good,
6820,Caytine,,good,
6820,Palison,,good,
6820,Ventaire,,good,
6825,triButyrate,Fyrlklövern Scandinavia,unknown,
6829,Acadione,Sanofi-Aventis France,good,
6829,Capen,,good,
6829,Captimer ,MIT Gesundheit,good,
6829,Epatiol,Medici Italy,good,
6829,Kai Na,,good,
6829,Mucosyt,Bioprogress,good,
6829,Sutilan,,good,
6829,Thiola,,good,
6829,Vincol,,good,
6831,Diphereline,Ferring Pharmaceuticals,good,
6831,Gonapeptyl,Ferring Pharmaceuticals,good,
6831,Variopeptyl,Varian Darou Pajooh,good,
7408,Rheumox,Amdipharm Mercury Company Limited,good,
7621,Rizaben,,good,
7937,Estrifar,,unknown,
7937,Estronal,,unknown,
7937,Hexoestrol,Tai Yu,good,
7937,Synestrol,Biopharm,good,
7937,Synoestrol,,unknown,
8194,Coactinon,,good,
8335,Conadil,,good,
8335,Contravul,,good,
8335,Elisal,,good,
8335,Ospolot,,good,
8610,DERMAPROT,,good,NDC
8610,Stri-Dex cleansing bar,,good,
8800,Pelentan,,unknown,
8800,Tromexan,,unknown,
8801,Alocillin,Panbiotic,good,
8801,Alocin,Conba,good,
8801,Azlocillin,Balkanpharma,good,
8802,Theratuss,Bristol-Myers Squibb,good,
8804,Sulfmidil,,good,
8804,Sulfuno,,good,
8805,Vasocon-a,,unknown,
8806,Avapena,,good,
8806,Suprastin,,good,
8806,Synopen,,good,
8807,Fenistil,Novartis,good,
8807,Foristal,Novartis,good,
8807,Vibrocil,Novartis,unknown,
8808,Actapront,Purissimus,good,
8808,Alergis Jalea,Deutsche Pharma,good,
8808,Andantol,Deutsche Pharma,good,
8808,Apaisyl,Merck,good,
8808,Calmogel,Sanofi,good,
8808,Nilergex,I.C.I.,good,
8810,Thymazen,,good,
8811,Deca-Durabol,,good,
8811,Deca-Durabolin,,good,
8811,Retabolil,,good,
8813,Roxit,,good,
8814,Sandonorm,,good,
8815,Betadrenol,Desma,good,
8815,Ophtorenin,Winzer (Germany),good,
8817,Blaston,,good,
8817,Cinmove,,good,
8817,Cintapro,,good,
8817,Paxapride,,good,
8817,Pemix,,good,
8818,Emandaxin,,good,
8818,Grandaxin,,good,
8821,Aflen,,good,
8821,Disgren,,good,
8821,Grendis,,good,
8824,Brilinta,,good,
8824,Possia,AstraZeneca,good,
8826,AMO Vitrax,,good,
8826,AMVISIC Plus,,good,
8826,Cystistar,,good,
8826,Euflexxa,Ferring,good,
8826,Hyalart,,good,
8826,Hyalgan,Fidia,good,
8826,Hylo-Comod,,good,
8826,Legend,,good,
8826,Monovisc,"Anika Therapeutics, Inc.",good,
8826,Recosyn,,good,
8826,Synvisc,,good,
8826,Viscure,,good,
8826,Yardel,,good,
8827,Taflotan,Regeneron Pharmaceuticals,good,
8832,Success ,The Dow Chemical Company,good,
8836,Lojuxta,,good,
8844,Tauro,Teofarma,good,
8844,Taurolite,Bio-Gen,good,
8845,Naabak,Thea,good,
8846,Acecol,Sankyo,good,
8849,5-HTP,Natural Factors,good,
8849,HTP Calm,Natural Balance,good,
8849,Natural 5-HTP,Healthy Origins,good,
8849,Seotonin,Apotheca Company,good,
8849,Super 5-HTP,Action Labs,good,
8852,Acilen,IFI (Italy),good,
8852,Actigeron,Bago (Chile),good,
8852,Branigen,Sigma-Tau (Italy),good,
8852,Branitil,OFF (Italy),good,
8852,Ceredor,IRBI (Italy),good,
8852,Fertilix,Fortbenton (Argentina),good,
8852,Lacetilina,Pentafarma (Portugal),good,
8852,Laremide,Lafedar (Argentina),good,
8852,Levocetile,Korea United (Philippines),good,
8852,Maxoza,Sun (India),good,
8852,Memorx IQ Plus,Gruppo Medica (Philippines),good,
8852,Memovigor,Euro-Pharma (Italy),good,
8852,Neurex,Beta (Argentina),good,
8852,Neuroactil ,Bago (Argentina),good,
8852,Nicetile,Sigma-Tau (Italy),good,
8852,Normobren,Medosan (Italy),good,
8852,Phototrop,Tubilux (Italy),good,
8852,Zibren,Sigma-Tau (Italy),good,
8878,Gilenia,,good,
8887,Uplyso,PFIZER,good,
8895,Tradjenta,,good,
8899,Rylaze,Jazz Pharmaceuticals plc,good,
8900,Epadel,,good,
8909,Betanis,,good,
8909,Metmiga,,good,
8918,Abthrax ,Human Genome Sciences Inc.,good,
8922,Veramyst,,good,
8929,Alpharadin,,good,
8938,Lullan,Dainippon Sumitomo Pharma,good,
8940,Acutran,,good,
8941,Olmifon,Cephalon,good,
8944,Balarsen,Endo Products,good,
8949,Lulicon,Pola Pharma ,good,
8950,Hepcinat,Natco Pharma Ltd.,good,
8950,Hepcvir,Cipla Limited,good,
8950,Resof,Hetero Drugs Ltd ,okay,
8950,SoviHep,Zydus Cadila,good,
8953,Di-Paralene,,good,
8953,Mantadil,,good,
8953,Pruresidine,,good,
8953,Trihistan,,good,
8953,Zimin,New Chemical,good,
8955,Almadrat T,Actavis,good,
8955,Almagel T,Balkanpharma,good,
8955,Antashin,Standard,good,
8955,Bemolan,Nycomed,good,
8955,Cremag,Zuoz,good,
8955,Glysan,Riemser,good,
8955,Lowsium,Rugby,good,
8955,Magacid,Purzer,good,
8955,Malugastrin,Polfa Lódz,good,
8955,Riopan,Nycomed,good,
8955,Sanaflat,Perumed,good,
8959,Maxicam,,good,
8960,Icaden,Bayer,good,
8961,Peracon,Solvay,good,
8962,Biliscopin,Bayer Schering,good,
8962,Biliscopin DIC,Bayer Yakuhin,good,
8963,Colegraf,Estedi,good,
8964,Gastromiro,Bracco,good,
8964,Iopamiro,Bracco,good,
8964,Iopamiron,Bayer,good,
8964,Jopamiro,Bracco,good,
8964,Moiopamin,Hikari Seiyaku,good,
8964,Oypalomin,Fuji Yakuhin,good,
8964,Solutrast,Bracco,good,
8965,Angiomiron,Schering,good,
8965,Jodomiron,,good,
8965,Renovue,,good,
8965,Uromiro,,good,
8965,Uromiron,Schering,good,
8966,Hexaniton,Ni-The,good,
8966,Hexazin,Johnson,good,
8966,Hexin,New Chemical,good,
8966,Hexopal,Clonmel,good,
8966,Iexaniton,Ni-The,good,
8966,Nicoxatin,Fuso Pharmaceutical,good,
8967,Baratol,Amdipharm,good,
8967,Doralese,GlaxoSmithKline / Chemidex,good,
8967,Vidora,Leurquin,good,
8967,Wydora,Riemser,good,
8970,Upstène,Pharmuka,good,
8971,Cerocral,Sanofi,good,
8971,Furezanil,Tsuruhara Seiyaku,good,
8971,Iburonol,Towa Yakuhin,good,
8971,Linbulane,Tatsumi Kagaku,good,
8971,Technis,Sawai Seiyaku,good,
8971,Vadilex,Sanofi,good,
8971,Vasculodil,Kyowa Yakuhin,good,
8971,Youajyl,Yoshindo,good,
8972,Deflogon,,good,
8972,Ibudros,Lucchini Laboratoire,good,
8973,Viadril,Pfizer,good,
8974,Argocian,Biol,good,
8974,Etoscol,DCPC,good,
8974,Gynipral,Alkaloid,good,
8974,Hexoline,Shou Chan,good,
8974,Ipradol,Nycomed,good,
8974,Taicopin,DCPC,good,
8975,Actigrip Gola,Johnson & Johnson,good,
8975,Bactidol,Johnson & Johnson,good,
8975,Belosept,Belupo,good,
8975,Collu-Hextril,Johnson & Johnson,good,
8975,Hexoral,Johnson & Johnson,good,
8975,Hextril,Bristol-Myers Squibb,good,
8975,Isozid-H,Gebro,good,
8975,Oraldene,McNeil,good,
8975,Oraldine,Johnson & Johnson,good,
8975,Steri/Sol,Johnson & Johnson,good,
8975,Stomatidin,Bosnalijek,good,
8975,Stopangin,Ivax,good,
8975,Vagi-Hex,Drossapharm,good,
8977,Bistrium,Bristol-Myers Squibb,good,
8979,Glutril,Meda Pharma,good,
8981,Cergem,MSD Merck Sharp & Dohme,good,
8981,Cervagem,Sanofi,good,
8981,Cervagème,Sanofi-Aventis,good,
8981,Cervidil,Merck Serono,good,
8983,Adventan,,good,
8983,Alinamin F,,good,
8983,Diteftin,,good,
8983,Judolor,,good,
8983,Linamin,,good,
8985,Noleptan,,good,
8985,Terion,,good,
8991,Flubenol,,good,
8991,Flumoxal,,good,
8993,Diralgan,,good,
8993,Idalon,,good,
8993,Novodolan,,good,
9003,Activon,Meda,good,
9003,Aspitopic,Bayer,good,
9003,Bayagel,Bayer,good,
9003,Bayro,Bayer,good,
9003,Etobay,Bayer,good,
9003,Gemadol,Meda,good,
9003,Glasel,Meda,good,
9003,Rheumon,Bayer,good,
9003,Ticatrop,Meda,good,
9004,Apocretin,,good,
9004,Circupon,,good,
9004,Effontil,,good,
9004,Effortil,,good,
9004,Effortilvet,,good,
9004,Eti-Puren,,good,
9004,Kertasin,,good,
9004,Phetanol,,good,
9004,Phetasin,,good,
9004,Tonus-Forte,,good,
9004,Updormin,,good,
9005,Exsist,Euroetika,good,
9005,Stresam,Biocodex,good,
9006,Duranest,AstraZeneca,good,
9008,Analepticon,,good,
9008,Vandid,,good,
9010,Karmarte,Toho,good,
9010,Mebron,Daiichi Sankyo,good,
9011,Akitonal,Choseido Pharmaceutical,good,
9011,Elexin,South Korea,good,
9011,Myonal,Eisai,good,
9011,Myoperison,Kobayashi Kako,good,
9011,Rapisone,Abbott,good,
9012,Tuberactin,Asahi Kasei Pharma,good,
9013,Ageroplas,Farma Lepori,good,
9014,Barosmin,,good,
9014,Dalfon,Servier,good,
9014,Detralex,,good,
9014,Diosven,,good,
9014,Dioven,,good,
9014,Diovenor,,good,
9014,Flebosmil,,good,
9014,Flebosten,,good,
9014,Insuven,,good,
9014,Litosmil,,good,
9014,Ven-Detrex,,good,
9014,Venosmine,,good,
9016,Tremblex,,good,
9017,Deparon,,good,
9017,Tinoran,,good,
9019,Tercian,Sanofi-Aventis,good,
9020,Maliasin,Abbott,good,
9024,Ba Qu Ting,"Belda Gaoke Huatal Pharmaceutical, China",good,
9024,Batraxobin,"Tobishi Pharmaceutical, China",good,
9024,Botroclot,"Juggat, India",good,
9024,Botropase,"Han Lim, South Korea",good,
9024,Defibrase,"Tobishi Pharmaceutical, Japan",good,
9024,Reptilase,,good,
9024,Su Le Juan,"Zhaoke Pharmaceutical, China",good,
9024,Su Ling,"Kangchen Pharmaceutical, China",good,
9025,Lipoclin,Dainippon Sumitomo,good,
9025,Lipofibrate,Taiyo Pharmaceutical,good,
9025,Prinmate,Sawai Seiyaku,good,
9026,Sistral,I.E. Ulagay,good,
9026,Systral,Altian,good,
9027,Cephalin,CCPC,good,
9027,Ceporan,GlaxoSmithKline,good,
9027,Kefloridin,,good,
9027,Loridine,,good,
9028,Septanest,,good,
9028,Septocaine,,good,
9028,Ultracaine,,good,
9029,Mifurol,Bayer,good,
